Player,Season,Age,Team,Shot_/90,Passes_completed,Passes_attempted,Passes_completition%,Crosses_into18yard_box,TotProgressive_passes,Attempted_long_passes,PrgDist_Carries,Carries_10yards_forward,Carries_into18yard_box,Miscontrols,Dispossesd,Goal_creating_actions,Shot_creating_actions,Aerials_Won%,Yellow_cards,Fouls_committed,Fouls_drawn,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Succ_Takes_on%,Touches_Def__3rd,Touches_Mid__3rd,Touches_Att__3rd,Role,Tier_league
Robson Bambu,2020-2021,22,Nice,0.2,62,71.2,87.1,0,407,8.3,157.2,0.9,0,0.8,0.4,0,0.3,50,0.3,1.6,0.8,0.9,0.9,0.3,0.7,0.6,0.1,0.9,2.2,4.9,3.4,0,0.5,0.1,0.1,50,47.5,32.4,1.4,CB,0
Ruben Gabrielsen,2019-2020,27,Toulouse,0.09,25,33.6,40.7,0.1,587.3,3.3,84.4,0.4,0,0,0.1,0,0.3,70.6,0,0.7,0.7,0.3,0.3,0.3,0.7,0.4,0.3,1.1,1.5,5.6,1.4,1.2,0,0.1,0,100,28.1,20.6,0.8,CB,0
Saidou Sow,2020-2021,18,Saint-Étienne,0.1,50,43.5,53,0.1,845.9,5,69.6,0.2,0,0.5,0.3,0,0.4,52.2,0,0.6,0.5,1.1,1.2,0.5,1.1,0.7,0.4,1.3,3.3,3.5,1.3,1.1,0,0.5,0,75,34.9,27.2,1.1,CB,0
Saidou Sow,2021-2022,19,Saint-Étienne,0.09,66.7,43.3,52.1,0.1,840.9,5.2,81.4,1.2,0,0.7,0.3,0.1,0.4,46.7,0.2,0.8,0.4,1.5,1.5,0.5,1.4,0.5,0.9,2.1,4.6,3.1,1.6,1,0,0.9,0.3,62.5,30.6,31.9,2.5,CB,0
Senou Coulibaly,2019-2020,24,Dijon,0.7,44.1,54.2,81.3,0,399.2,13.1,99.6,0.3,0,0.4,0.3,0,0.7,66.7,0,0.9,0.7,0.9,0.3,0.3,1.5,1.4,0.1,1.4,3.2,5.9,1.4,0,0.5,0.1,0.1,100,42.6,23.9,1.4,CB,0
Senou Coulibaly,2020-2021,25,Dijon,0.2,37.9,47.7,79.5,0,323.3,9.4,96.3,0.4,0,0.4,0.4,0,0.2,50.6,0.3,0.8,0.7,1,0.6,0.6,0.8,0.6,0.3,1.4,2.9,4.1,1.5,0,0.5,0,0,70,35.1,21.5,0.8,CB,0
Sikou Niakaté,2021-2022,22,Metz,0.03,25,24,30.8,0,441.6,2,38.3,0.4,0,0.3,0.5,0,0.8,68.8,0.3,1.4,0.7,1,0.5,1,0.7,0.4,0.3,3.7,4.8,4.6,0.8,0.8,0,0.1,0.1,66.7,26,17,1,CB,0
Sinaly Diomande,2020-2021,19,Lyon,1.3,50.7,58.7,86.3,0,369,6,111.2,0.6,0.2,0.2,0.2,0,0.6,76.6,0.2,1.3,1,0.6,0.4,0.7,1.5,1.2,0.3,2.6,3.4,4.2,2,0.1,0.2,0.2,0.2,75,33.3,33,4.1,CB,0
Stanley N'Soki,2018-2019,19,Paris S-G,0,0,56.7,66.3,0.6,799,2.6,113,2.4,0,0.6,0.6,0.1,0.8,72.7,0.3,1.2,0.4,1.8,0.8,0.9,1.3,0.1,1.2,2.3,4.9,2.6,7,0.8,0,0.4,0.8,72.2,22.7,43.8,11.2,CB,0
Stanley N'Soki,2019-2020,20,Nice,0.09,25,66,73.4,0.3,1112.6,3.9,149,1.8,0.1,0.8,0.4,0.1,1.3,61.8,0.2,1.1,0.9,2.1,1.6,1.3,1,0.4,0.6,2.3,5.1,2.6,7.2,2.1,0,0.3,0.2,69.4,29.6,49.9,6.4,CB,1
Stanley N'Soki,2020-2021,21,Nice,0.1,0,63.7,74.9,0.4,1100,4.7,135.4,1.1,0.1,0.9,0.4,0,0.7,75.7,0.3,0.8,0.4,1.4,0.9,0.7,1.2,0.3,0.9,1.9,3.8,2.7,3.3,1.4,0,0.3,0.7,71.4,34.7,45.7,4.3,CB,1
Stefan Mitrović,2018-2019,28,Strasbourg,0.1,21.4,37.4,41.4,0,747.5,4.6,94.7,0.2,0,0.1,0.1,0,0.4,59.8,0.2,0.5,0.3,0.5,0.4,0.4,1.2,0.9,0.3,1.4,2.1,4.3,0.9,0.8,0,0.3,0,100,28.9,20.5,0.7,CB,0
Steven Fortes,2020-2021,28,Lens,0.07,20,51.1,58.8,0,1031.9,6.5,150.8,1.1,0,0.3,0.1,0,0.6,62.1,0.4,1.6,0.6,1.3,1,0.4,1.6,0.6,0.9,1.7,3.8,3.3,2.1,2,0,0.8,0.1,42.9,34.1,33,2.1,CB,0
Stian Rode Gregersen,2021-2022,26,Bordeaux,0.2,16.7,35.6,42.1,0.2,629.4,2.7,85.1,0.9,0,0.4,0.3,0,0.4,50.7,0.3,1.2,1.1,1.2,0.8,0.7,1.2,0.7,0.5,1.8,3.5,4.7,1.1,0.6,0,0.3,0.3,71.4,31.1,19.9,2.8,CB,0
Sven Botman,2020-2021,20,Lille,0.4,61.2,70.9,86.3,0,456,10.3,129.7,0.7,0,0.5,0.1,0.1,0.6,68.2,0.1,0.4,0.7,0.6,0.4,0.3,0.8,0.6,0.3,1.6,2.4,3.4,1.6,0.1,0.6,0,0,77.8,37.2,40.1,2,CB,1
Sven Botman,2021-2022,21,Lille,0.6,53.6,61,87.9,0,404.9,9.5,108.8,0.5,0,0.4,0.1,0.1,0.7,67.1,0.2,0.6,0.5,0.4,0.5,0.2,1.3,0.8,0.4,1,2,4.6,2.3,0,0.9,0,0,100,36.1,33.3,1.6,CB,1
Théo Pellenard,2017-2018,23,Bordeaux,0.03,0,40.9,55.5,0.9,640.3,3.4,107.1,1.6,0.1,1.2,1.1,0.3,1.5,48,0.3,1.6,0.3,1.3,0.6,1.1,0.9,0.4,0.6,2,4,2,9.3,0.8,0.1,0.3,3.3,73.7,18.2,33,13.6,CB,0
Thilo Kehrer,2018-2019,21,Paris S-G,0.16,28.6,60.8,65.9,0.3,976.2,3.8,128.5,1.5,0.1,0.4,0.3,0.1,0.9,59.8,0.2,1.2,0.9,2,1.5,1.1,1.5,0.8,0.7,1.5,4.5,3.3,3.2,0.9,0.1,0.4,0.4,100,26.2,44.8,6.4,CB,1
Thilo Kehrer,2020-2021,23,Paris S-G,0.12,0,64.7,70.3,0.3,993.5,2.2,100.2,0.5,0.1,0.4,0.2,0.1,0.7,61.2,0.2,1.4,0.5,1.4,0.6,0.9,0.9,0.2,0.7,0.8,2.6,2.1,3.5,0.9,0,0.1,0.6,60,27,44.4,6.4,CB,1
Thilo Kehrer,2021-2022,24,Paris S-G,0.11,44.4,67.9,71.9,0,1082.3,3.2,106.4,0.8,0.1,0.4,0.7,0.1,0.7,55.3,0,0.9,0.4,0.8,0.5,0.7,1.1,0.7,0.5,1.4,2.7,1.7,3.3,0.8,0,0.3,0.3,33.3,28.1,43.5,9,CB,1
Tiago Djaló,2019-2020,19,Lille,0,52.4,61.5,85.2,0,312.6,8.6,120.8,0.8,0,0.4,0.4,0,0.5,47.4,0.1,1.2,0.7,0.5,0.3,0.7,0.4,0.3,0.1,1.5,2.7,3.8,2.6,0,0.4,0.4,0.4,75,29.8,38,2.3,CB,0
Tiago Djaló,2020-2021,20,Lille,0.2,63.3,73.3,86.4,0.1,335.7,8.1,110.1,1.4,0.2,0.8,0.2,0,1.1,58.8,0.4,1.5,0.9,1.3,1.5,0.8,1,0.4,0.6,0.9,3.2,2.4,8.1,0,0.1,0.6,0.6,31.8,25.7,46.1,12.2,CB,1
Tiago Djaló,2021-2022,21,Lille,0.5,50.7,58.7,86.4,0.1,308.6,5.6,119,1.2,0.2,1.1,0.3,0.1,0.9,42.6,0.2,0.9,0.9,1.5,1,0.5,1,0.4,0.6,0.9,3.2,2.7,6.7,0.1,0.2,0.4,0.4,70,29.2,33.8,6.3,CB,0
Timothée Kolodziejczak,2018-2019,26,Saint-Étienne,0.15,35.3,46.1,56.6,0.5,857.9,5.3,113.5,1.2,0.1,0.6,0.1,0.2,1,49.4,0.2,0.9,0.3,0.6,0.6,0.7,0.7,0.3,0.4,1.5,2.5,3.3,5.6,1,0,0.4,1.1,63.2,28,30.5,7.4,CB,0
Timothée Kolodziejczak,2019-2020,27,Saint-Étienne,0.07,33.3,38.5,50.5,0.2,657.2,2.4,126.9,1.4,0.1,1.2,0.1,0.1,0.8,58.1,0.4,1.2,0.3,0.7,0.6,0.8,0.6,0.2,0.3,2.1,3.2,3,5,1.2,0,0.1,1.7,80,24.4,30.2,5.9,CB,0
Timothée Kolodziejczak,2020-2021,28,Saint-Étienne,0.08,20,49.3,59.9,0.1,939.4,5.5,117.8,0.5,0,0.4,0.1,0,0.7,50.6,0.2,1.2,0.3,0.7,0.8,0.4,1.1,0.7,0.4,1.6,2.8,3.5,4.1,1.9,0.1,0.3,0.4,66.7,37,29.4,3.2,CB,0
Trevoh Chalobah,2020-2021,21,Lorient,0.6,41.3,49.1,84,0,221.5,5.5,77.7,1,0.1,1,0.4,0.2,1.3,55.8,0.2,0.8,1,1,1,1,0.8,0.3,0.5,2.8,4.6,2.3,2.1,0.1,0.4,0.4,0.4,73.1,20.5,34.6,5.7,CB,1
Vahid Selimović,2017-2018,20,Metz,0.04,0,32.4,40,0.1,720.7,6.2,78.5,0.4,0,0.4,0.1,0,0.3,33.3,0.3,1.9,0.7,1.2,0.9,0.3,0.9,0.7,0.2,1.4,3.2,4.9,2.3,1.4,0,0.4,0,100,25.6,23.6,0.9,CB,0
Vukašin Jovanović,2017-2018,21,Bordeaux,0.08,50,40.9,45.9,0.2,824.7,5.8,129.1,0.9,0,0.5,0.2,0.1,0.5,50,0.2,0.5,1,0.9,0.4,0.5,1.1,0.6,0.5,1.7,2.8,4.2,1.4,1.2,0.1,0.6,0.1,66.7,27.5,26.2,1.6,CB,0
Vukašin Jovanović,2018-2019,22,Bordeaux,0.24,100,44.4,52.5,0,911.4,6.8,133.5,0.7,0,0.3,0,0,0.3,49.3,0.5,1.2,1,1.4,0.8,0.4,1.5,0.8,0.7,2.4,4.1,6.9,1.7,1.7,0,1.6,0.1,71.4,33.7,31.2,1,CB,0
Warmed Omari,2021-2022,21,Rennes,0.08,0,59,63.9,0.1,1313.9,10.1,146.5,0.7,0.1,0.6,0.3,0.1,0.6,66.7,0.2,0.8,0.5,0.5,0.5,0.3,0.6,0.4,0.2,1,2.1,3,1.1,1,0,0.6,0.1,83.3,30.2,40.1,1.6,CB,0
Wesley Fofana,2019-2020,18,Saint-Étienne,0.5,39.7,48.7,81.6,0,219.9,5.9,149,2.2,0,0.6,0.4,0.1,0.4,72.1,0.3,1,1.1,1.1,0.9,0.4,0.7,0.4,0.4,2.7,4.5,4.1,2.6,0.1,0.2,0.1,0.1,37.5,33.8,25.3,3.2,CB,1
William Saliba,2019-2020,18,Saint-Étienne,0.08,0,44.5,50.5,0.1,834,4.6,147.2,1.8,0,1,0.9,0,0.4,61.7,0,0.2,0.5,0.8,0.5,0.5,1.2,0.4,0.8,1.9,3.6,3.3,2.3,0.9,0.1,0.6,0,85.7,31.2,28.6,2,CB,0
William Saliba,2020-2021,19,Nice,0.14,16.7,66.9,73.5,0.1,1315,7.9,244.2,1.8,0,0.6,0.1,0,0.5,62.1,0.1,0.8,0.5,0.5,0.2,0,0.8,0.8,0,1.3,2,4,1.7,1.6,0,0.8,0,90.9,40.7,40.6,1,CB,1
William Saliba,2021-2022,20,Marseille,0.1,23.5,79.2,85.2,0.3,1393.1,4.8,223.8,1.4,0.1,0.7,0.4,0.1,0.8,61.3,0.1,0.5,0.3,0.9,0.7,0.2,0.7,0.4,0.2,1.3,2.8,2.4,2.6,2.1,0,0.3,0.1,75.6,34.9,54.3,4.3,CB,1
Wout Faes,2020-2021,22,Reims,0.3,42.8,49.9,85.8,0,317.3,10.1,98.7,0.7,0.1,0.3,0.3,0,0.3,59.4,0.4,0.7,0.5,0.7,0.6,0.6,1.2,1,0.3,2.1,3.2,4.5,0.8,0,0.4,0,0,75,36.4,24.1,1,CB,0
Wout Faes,2021-2022,23,Reims,0.6,33.9,39.8,85.2,0,272.7,7.1,97.4,0.4,0,0.6,0.1,0,0.6,54.3,0.1,0.6,0.6,0.6,0.7,0.2,1.3,1,0.3,1.4,2.5,4.6,1.4,0,0.2,0.1,0.1,77.8,30,18.4,1.8,CB,0
Yoann Salmier,2017-2018,24,Strasbourg,0.11,0,37.2,43.9,0.2,790.4,6,94.3,0.5,0.1,0.2,0.1,0,0.2,52.4,0.2,1.1,0.6,1.1,0.4,0.6,0.9,0.5,0.4,2.1,3.3,5,1.2,1.2,0,1,0,87.5,32.7,20.1,1.2,CB,0
Yoann Salmier,2021-2022,28,Troyes,0.09,10,37.8,45.4,0.1,663.7,3.4,99.4,1.2,0,0.4,0.4,0,0.8,64.8,0.2,1.1,0.9,1.1,0.9,0.3,1,0.5,0.5,1.3,3.3,3.2,4,2,0,0.5,0.4,76.5,28.5,23.2,3.8,CB,0
Younn Zahary,2018-2019,19,Caen,0,0,21.8,31.9,0.1,401.2,1.7,29.3,0.1,0,1.3,0.1,0,0.4,44.8,0.4,1.5,0.2,1.1,1,0.7,1.6,1,0.6,2,3.9,4.3,8.2,1.2,0,0.1,0.7,60,21.6,17.5,4.6,CB,0
