Player,Season,Age,Team,Assist,Non_penalty_goals,Non_penalty_xG,Expected_assists,Non_penalty_expGoals_perShot,Shot_/90,Goals_perShot_onTarget,Shots_onTarget%,Passes_completed,Passes_completition%,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,Attempted_long_passes,Carries/90,PrgDist_Carries,Miscontrols,Dispossesd,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Fouls_committed,Fouls_drawn,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Interceptions,Tackles_+Interc,Dead_ball_pass,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Role,Tier_league
Abdoul Camara,2017-2018,27,Guingamp,0.1,0.2,0.2,0.1,0.09,1.9,0.33,31.6,22.6,72.2,0.9,0.4,2.4,2.7,27.2,106.7,1.8,1.5,0.1,0.1,2.1,1.5,50.0,0.7,1.1,0.3,0.8,0.7,0.7,1.3,1.1,0.0,0.0,3.9,0.7,0.2,47.1,0.3,6.0,16.1,19.6,3.3,LW,0
Abdoul Kader Bamba,2019-2020,25,Nantes,0.2,0.1,0.1,0.3,0.11,1.2,0.11,47.4,34.7,78.0,1.6,0.3,3.6,4.2,40.8,157.2,2.8,1.9,0.4,0.1,4.5,2.8,43.5,1.2,2.9,0.6,1.3,0.5,1.0,2.1,3.1,0.2,0.1,3.4,1.3,0.1,54.7,0.6,6.6,28.4,24.3,2.6,RW,0
Abdoul Kader Bamba,2020-2021,26,Nantes,0.1,0.3,0.2,0.1,0.11,1.4,0.5,42.9,36.1,75.1,1.0,0.0,4.2,5.4,38.2,114.9,2.6,1.7,0.3,0.2,4.4,2.7,28.6,0.8,4.0,1.1,0.7,1.0,0.7,2.5,4.6,0.1,0.4,3.8,1.7,0.0,56.3,0.3,6.9,27.9,27.1,3.1,RW,0
Adam Ounas,2019-2020,22,Nice,0.3,0.2,0.2,0.2,0.1,1.7,0.22,42.9,29.9,75.1,1.9,0.6,4.2,5.9,30.3,105.0,2.7,1.8,0.4,0.3,4.2,2.8,12.5,0.6,2.3,0.4,0.6,0.7,0.9,1.7,3.8,0.6,0.6,4.2,1.3,0.0,63.4,0.3,5.1,24.0,24.4,3.0,RW,0
Adama Traoré,2019-2020,24,2 Teams,0.3,0.1,0.1,0.2,0.08,1.5,0.25,23.5,35.3,81.5,1.0,0.0,5.2,5.1,29.1,77.0,1.6,1.2,0.3,0.3,5.3,3.5,35.7,0.6,2.9,0.3,0.8,0.6,0.3,0.6,6.3,0.3,0.1,3.8,3.4,0.0,71.8,0.9,4.2,30.1,18.7,0.5,RW,0
Adil Aouchiche,2020-2021,18,Saint-Étienne,0.3,0.1,0.2,0.2,0.13,1.4,0.17,46.2,29.7,69.8,1.3,0.4,4.5,9.4,32.2,101.2,3.2,1.4,0.4,0.3,4.9,2.7,31.7,1.0,1.6,0.7,1.9,0.8,0.5,2.5,7.1,0.2,0.7,6.8,4.0,0.0,55.7,0.6,6.6,27.6,21.1,2.5,AM,0
Adil Aouchiche,2021-2022,19,Saint-Étienne,0.3,0.0,0.1,0.1,0.06,1.7,0.0,47.6,38.0,74.4,0.7,0.2,6.2,8.9,39.8,130.0,2.6,1.4,0.4,0.2,3.2,1.7,37.0,0.8,1.1,0.4,2.3,1.5,1.4,2.5,5.1,0.1,1.5,5.7,3.2,0.2,37.5,0.3,8.4,35.4,22.3,1.8,AM,0
Adrien Thomasson,2017-2018,23,Nantes,0.1,0.2,0.1,0.1,0.07,2.0,0.31,27.6,34.7,74.7,0.7,0.2,4.5,3.4,31.9,69.4,1.7,1.6,0.3,0.1,3.1,2.4,27.7,1.0,1.1,0.8,1.8,2.0,0.6,3.1,0.8,0.2,0.1,1.9,0.0,0.2,60.0,0.7,9.0,27.2,21.9,2.8,AM,0
Adrien Thomasson,2018-2019,24,Strasbourg,0.3,0.2,0.2,0.1,0.08,1.9,0.29,32.1,32.5,75.4,1.0,0.3,3.8,4.5,32.6,65.3,2.5,1.6,0.5,0.4,3.4,2.5,23.7,0.9,1.5,0.8,1.6,1.1,0.7,2.6,1.3,0.2,0.2,2.3,0.6,0.2,65.6,0.4,7.3,24.7,22.4,2.6,AM,0
Adrien Thomasson,2019-2020,25,Strasbourg,0.0,0.3,0.2,0.1,0.11,2.2,0.44,36.0,31.8,76.0,1.3,0.3,4.1,3.4,33.8,68.5,3.2,1.3,0.3,0.3,3.7,2.8,30.4,1.2,1.7,0.7,1.4,0.9,0.4,2.0,2.9,0.1,0.2,2.6,0.2,0.3,60.4,0.4,5.0,25.4,24.2,3.9,AM,0
Adrien Thomasson,2020-2021,26,Strasbourg,0.0,0.2,0.2,0.1,0.13,1.6,0.33,31.9,29.5,76.1,0.8,0.2,3.4,3.3,26.9,45.1,2.5,1.6,0.3,0.2,3.1,2.2,27.0,1.8,1.5,0.4,1.6,1.5,0.8,2.0,1.7,0.0,0.3,1.3,0.1,0.2,51.1,0.2,4.6,24.8,20.5,4.0,AM,0
Adrien Thomasson,2021-2022,27,Strasbourg,0.2,0.3,0.2,0.2,0.13,1.8,0.42,39.6,37.3,75.9,1.5,0.3,5.7,4.9,36.8,66.1,2.3,1.3,0.5,0.4,3.4,2.5,34.8,1.3,1.3,1.1,2.4,2.1,1.1,3.5,1.7,0.3,0.1,2.1,0.2,0.2,56.4,1.0,8.9,30.5,24.2,4.4,AM,0
Alberth Elis,2021-2022,25,Bordeaux,0.1,0.6,0.4,0.1,0.19,1.9,0.82,36.7,11.8,59.9,0.4,0.2,1.7,1.3,21.6,70.3,3.4,2.0,0.1,0.1,2.4,1.7,38.8,1.4,1.5,0.7,0.9,0.6,0.4,1.7,1.1,0.0,0.0,1.8,0.0,0.6,35.6,0.7,4.0,12.1,17.3,4.9,RW,0
Aleksandr Golovin,2018-2019,22,Monaco,0.1,0.1,0.2,0.1,0.09,1.9,0.19,32.7,33.8,78.1,1.5,0.4,4.7,4.6,35.4,110.6,2.0,1.3,0.3,0.2,3.2,2.2,26.7,1.8,1.7,0.4,1.3,1.3,0.9,2.3,1.5,0.1,0.2,2.6,0.7,0.0,56.9,0.5,5.1,26.1,22.6,2.4,AM,1
Aleksandr Golovin,2019-2020,23,Monaco,0.2,0.1,0.1,0.2,0.09,1.7,0.21,36.8,37.0,75.3,1.2,0.0,6.2,7.9,37.2,140.7,2.0,0.6,0.5,0.3,4.0,2.1,33.3,1.4,1.5,0.6,2.4,1.2,1.4,3.5,5.5,0.4,0.6,5.5,3.6,0.0,70.7,1.2,7.8,31.3,23.2,2.1,AM,1
Aleksandr Golovin,2020-2021,24,Monaco,0.8,0.4,0.2,0.4,0.11,2.3,0.42,44.4,33.3,67.7,1.3,0.3,3.0,7.6,33.9,112.9,2.4,1.0,1.0,0.6,4.6,2.1,40.7,1.6,1.1,0.7,2.6,1.8,0.9,3.3,7.7,0.3,0.0,8.6,5.1,0.3,54.5,0.4,4.9,26.9,31.2,4.2,AM,1
Aleksandr Golovin,2021-2022,25,Monaco,0.2,0.2,0.2,0.2,0.12,1.4,0.43,30.4,32.8,72.2,2.2,0.5,5.2,7.4,35.0,107.1,1.6,1.3,0.5,0.4,4.1,2.5,31.6,1.3,1.3,1.1,1.4,1.6,0.7,3.1,6.7,0.2,0.1,6.7,4.7,0.1,71.0,0.8,5.6,22.3,28.6,2.3,AM,1
Alexis Claude-Maurice,2019-2020,21,Nice,0.1,0.1,0.2,0.1,0.08,2.1,0.1,26.3,27.7,84.2,1.0,0.1,3.5,2.6,30.3,115.7,3.0,2.0,0.3,0.2,3.2,1.6,56.3,0.7,2.4,0.7,1.2,1.1,0.6,2.0,1.4,0.1,0.2,1.5,0.7,0.1,68.2,0.5,5.9,23.0,18.5,2.9,AM,0
Alexis Claude-Maurice,2020-2021,22,Nice,0.2,0.2,0.2,0.1,0.12,1.6,0.27,44.1,28.5,80.2,0.5,0.0,3.6,3.4,32.1,99.8,2.9,2.0,0.5,0.4,3.3,2.1,29.6,1.1,2.5,0.7,1.6,0.8,0.7,2.5,2.6,0.0,0.0,2.7,1.4,0.0,65.8,0.6,6.5,21.9,19.5,2.6,AM,0
Alexis Flips,2021-2022,21,Reims,0.3,0.1,0.1,0.3,0.07,1.5,0.11,50.0,26.4,61.0,1.5,0.9,2.5,8.9,29.7,65.6,2.8,1.2,0.3,0.1,4.2,2.3,28.6,1.5,1.0,1.9,2.0,1.8,2.0,5.2,9.1,0.2,0.2,7.5,3.8,0.1,46.4,2.1,14.0,24.6,21.5,2.0,AM,0
Allan Saint-Maximin,2017-2018,20,2 Teams,0.3,0.1,0.2,0.2,0.1,1.6,0.19,41.0,26.9,73.4,1.6,0.4,3.4,3.0,36.5,206.2,2.4,3.0,0.6,0.4,3.9,2.9,37.0,0.4,1.6,0.5,0.6,0.5,0.4,1.2,0.4,0.0,0.9,2.8,0.1,0.2,64.7,0.3,5.4,20.1,23.8,4.8,LW,1
Amine Harit,2021-2022,24,Marseille,0.3,0.3,0.2,0.2,0.17,1.2,0.57,46.7,47.2,86.9,1.2,0.1,5.0,3.6,52.7,142.1,3.8,2.5,0.5,0.3,3.8,2.8,30.0,1.3,3.0,0.7,0.6,0.8,0.3,1.7,3.4,0.2,0.3,2.2,1.2,0.2,44.6,0.2,4.6,31.9,31.1,3.7,AM,0
Angel Gomes,2021-2022,20,Lille,0.1,0.1,0.1,0.1,0.08,1.3,0.5,14.3,28.9,76.5,1.6,0.1,4.1,5.0,33.2,66.4,1.5,1.0,0.3,0.2,2.6,2.2,26.3,1.2,1.4,0.9,0.5,0.4,0.3,2.5,1.1,0.7,0.6,1.5,0.5,0.0,33.3,0.8,4.9,25.5,16.2,0.8,AM,1
Angelo Fulgini,2017-2018,20,Angers,0.3,0.2,0.2,0.2,0.08,2.2,0.33,24.3,31.7,73.4,1.1,0.2,4.4,5.4,34.1,81.1,2.4,2.4,0.4,0.1,3.5,2.1,20.9,1.1,1.9,0.5,1.1,1.2,1.2,2.4,3.9,0.7,0.3,3.4,1.8,0.1,65.0,0.8,6.8,26.7,21.9,2.6,AM,0
Angelo Fulgini,2018-2019,21,Angers,0.1,0.2,0.2,0.2,0.11,1.6,0.36,37.9,32.5,74.3,1.5,0.0,4.8,4.7,33.1,91.2,2.6,2.6,0.1,0.1,3.8,2.8,46.3,1.2,2.5,0.7,1.0,1.2,1.5,3.6,3.1,0.2,0.1,2.5,1.3,0.1,41.3,1.0,9.5,27.2,21.8,3.6,AM,0
Angelo Fulgini,2019-2020,22,Angers,0.1,0.1,0.2,0.2,0.09,2.0,0.06,45.7,40.9,77.8,1.4,0.4,6.0,5.8,38.2,126.1,2.4,2.1,0.3,0.2,3.9,2.0,43.2,1.6,3.2,0.7,0.6,0.3,1.1,2.7,4.0,0.2,0.3,3.4,2.1,0.1,64.9,0.6,8.9,34.0,23.4,2.7,AM,0
Angelo Fulgini,2020-2021,23,Angers,0.1,0.2,0.2,0.2,0.07,2.1,0.21,43.1,42.6,79.6,1.3,0.2,6.6,7.0,46.2,131.5,3.2,2.3,0.4,0.2,4.0,2.7,31.3,1.0,4.4,0.4,0.7,0.6,0.5,1.2,4.3,0.3,0.3,3.3,1.9,0.1,52.3,0.4,6.4,37.8,23.4,2.8,AM,0
Angelo Fulgini,2021-2022,24,Angers,0.1,0.2,0.2,0.1,0.1,1.8,0.29,29.3,34.0,80.5,0.8,0.2,4.5,4.1,38.4,95.0,2.4,1.7,0.3,0.2,2.9,1.9,44.6,1.1,2.6,0.4,0.9,0.6,0.7,1.8,3.9,0.1,0.2,2.1,1.3,0.2,39.2,0.3,5.8,28.6,20.2,2.6,AM,0
Anwar El Ghazi,2017-2018,22,Lille,0.2,0.2,0.2,0.1,0.06,3.4,0.13,48.4,24.0,68.2,1.0,0.4,3.0,4.4,27.1,113.7,1.8,2.1,0.4,0.3,2.7,1.6,38.6,0.9,0.8,0.5,1.1,0.6,0.4,1.6,4.3,0.1,0.2,5.6,2.3,0.2,54.5,0.7,4.9,17.7,23.8,3.1,RW,1
Arber Zeneli,2020-2021,25,Reims,0.2,0.2,0.1,0.1,0.07,1.5,0.3,47.6,20.0,71.9,0.6,0.1,2.3,3.4,25.3,100.4,3.8,1.7,0.4,0.2,2.6,1.6,26.9,0.9,1.7,0.6,1.0,0.8,0.2,1.6,4.0,0.0,0.1,3.7,2.4,0.3,47.5,0.3,7.5,14.6,21.3,3.5,LW,0
Armand Lauriente,2020-2021,21,Lorient,0.3,0.2,0.2,0.3,0.06,3.3,0.15,33.9,23.7,75.2,0.9,0.2,2.4,4.2,30.1,120.9,3.6,2.0,0.6,0.4,5.0,2.6,44.8,1.3,2.1,0.4,1.1,1.2,0.8,2.5,3.3,0.1,0.1,5.0,2.7,0.4,56.7,0.3,4.2,19.9,24.4,3.1,RW,1
Armand Lauriente,2021-2022,22,Lorient,0.1,0.2,0.2,0.1,0.08,3.1,0.14,42.9,20.1,77.9,1.0,0.3,2.4,1.9,26.5,97.3,3.6,1.9,0.3,0.1,3.6,2.1,34.4,1.6,1.5,0.4,0.7,1.0,0.5,1.7,1.6,0.2,0.1,1.6,0.8,0.4,47.8,0.3,2.9,16.7,19.4,3.2,RW,1
Arnaud Nordin,2018-2019,20,Saint-Étienne,0.1,0.3,0.3,0.1,0.09,3.5,0.17,43.9,22.8,77.1,0.9,0.2,2.6,1.5,27.8,109.5,2.8,2.6,0.3,0.3,2.7,1.6,40.7,1.1,3.0,0.3,0.6,1.1,0.4,1.6,1.5,0.1,0.0,2.7,0.5,0.1,59.5,0.6,5.5,19.2,20.5,3.9,RW,0
Arnaud Nordin,2019-2020,21,Saint-Étienne,0.0,0.1,0.1,0.1,0.07,1.3,0.17,46.2,19.7,74.3,0.7,0.4,2.0,2.3,24.2,111.0,3.0,1.9,0.5,0.3,2.6,1.6,22.2,1.2,3.1,0.4,0.9,1.1,0.4,1.1,1.9,0.1,0.0,3.3,0.7,0.0,61.3,0.6,4.5,17.3,16.4,2.7,RW,0
Arnaud Nordin,2020-2021,22,Saint-Étienne,0.2,0.2,0.2,0.1,0.09,2.2,0.31,29.5,19.4,74.5,0.9,0.3,2.3,3.6,24.2,88.1,2.5,1.2,0.4,0.2,3.6,1.4,22.6,0.6,3.0,0.3,0.8,0.7,0.5,1.2,2.3,0.0,0.2,3.8,1.3,0.2,50.0,0.5,4.7,15.6,17.2,2.8,RW,0
Arnaud Nordin,2021-2022,23,Saint-Étienne,0.2,0.2,0.2,0.1,0.08,2.2,0.2,44.4,21.2,73.7,0.6,0.2,2.1,2.8,25.1,93.6,3.2,1.4,0.5,0.2,2.4,1.2,30.8,1.0,2.3,0.4,0.7,0.9,0.3,1.3,3.2,0.0,0.0,4.0,1.7,0.2,45.0,0.2,4.7,16.7,20.5,3.9,RW,0
Bassem Srarfi,2017-2018,20,Nice,0.0,0.3,0.2,0.1,0.1,2.5,0.43,29.2,31.2,81.0,0.7,0.2,2.4,2.8,30.5,128.4,2.1,1.4,0.4,0.2,3.3,2.0,35.3,1.6,2.1,0.4,1.0,1.2,0.7,2.5,0.3,0.0,0.4,1.8,0.1,0.4,51.0,0.5,7.6,24.6,20.9,4.0,RW,0
Bassem Srarfi,2018-2019,21,Nice,0.0,0.1,0.2,0.1,0.15,1.2,0.33,27.3,28.4,77.9,0.6,0.2,2.9,3.1,30.6,105.4,2.2,0.9,0.0,0.0,2.3,1.5,40.0,1.5,2.3,0.7,1.2,0.9,0.6,2.8,1.4,0.0,0.3,2.2,0.3,0.4,61.1,0.9,6.9,22.3,20.0,2.8,RW,0
Dango Ouattara,2021-2022,19,Lorient,0.2,0.1,0.2,0.1,0.09,2.7,0.13,33.3,18.8,60.9,0.8,0.0,2.5,3.2,24.2,63.7,2.1,1.0,0.2,0.2,2.7,1.6,51.2,2.3,2.2,1.2,1.3,1.1,1.6,3.9,1.3,0.3,0.1,2.0,0.1,0.0,40.0,2.0,9.3,19.4,17.8,4.7,RW,1
David Costa,2021-2022,20,Lens,0.3,0.2,0.1,0.2,0.08,1.5,0.38,32.0,39.7,81.0,1.2,0.1,5.9,3.7,42.8,123.6,1.8,1.5,0.6,0.5,4.3,3.7,8.3,0.6,0.9,0.7,0.9,0.7,0.8,2.2,2.2,0.4,0.1,2.2,0.9,0.0,64.9,0.4,6.5,28.4,23.6,3.4,AM,0
Denis Bouanga,2018-2019,23,Nîmes,0.1,0.3,0.3,0.1,0.09,2.9,0.25,37.2,14.8,67.1,0.8,0.4,1.6,2.4,23.8,94.7,3.5,1.8,0.3,0.1,2.6,1.6,26.7,1.4,0.9,0.4,1.6,0.8,0.7,2.5,0.7,0.1,0.2,1.6,0.1,0.2,38.5,0.7,6.1,15.1,19.0,4.4,LW,0
Denis Bouanga,2019-2020,24,Saint-Étienne,0.1,0.3,0.3,0.1,0.11,3.3,0.21,45.3,18.1,67.7,0.5,0.2,1.5,3.2,25.7,99.0,3.8,2.6,0.3,0.1,2.8,1.3,41.5,2.3,1.5,0.9,1.5,1.3,0.4,2.4,3.2,0.0,0.4,2.6,0.3,0.3,47.2,0.9,6.2,20.3,20.0,4.6,LW,0
Denis Bouanga,2020-2021,25,Saint-Étienne,0.1,0.1,0.3,0.1,0.1,3.2,0.11,36.1,16.7,63.7,0.5,0.2,1.7,3.7,24.7,82.7,4.0,1.8,0.4,0.2,2.7,1.5,41.7,2.0,1.2,0.5,1.4,1.1,0.7,2.4,2.0,0.0,0.5,2.1,0.2,0.4,44.9,1.5,6.9,19.4,18.5,5.4,LW,0
Denis Bouanga,2021-2022,26,Saint-Étienne,0.2,0.3,0.3,0.1,0.1,3.1,0.3,35.7,19.9,67.8,0.8,0.3,2.4,4.1,28.5,92.6,4.2,2.4,0.4,0.2,3.2,1.8,41.4,1.8,1.8,0.8,1.5,1.1,0.3,2.0,2.8,0.1,1.2,2.5,0.7,0.2,46.3,1.9,6.6,20.0,21.4,5.0,LW,0
Dereck Kutesa,2020-2021,22,Reims,0.3,0.1,0.1,0.0,0.2,0.1,0.1,0.5,40.0,19.5,1.4,0.5,0.1,0.4,50.0,198.3,1.8,2.8,8.9,0.3,0.3,2.2,40.9,1.6,2.1,0.7,1.2,0.9,0.9,2.9,0.1,0.0,0.0,2.1,0.0,0.7,45.2,0.5,4.2,14.5,15.6,3.3,LW,0
Elba Rashani,2021-2022,28,Clermont Foot,0.2,0.4,0.3,0.1,0.0,0.17,0.27,0.6,40.0,29.8,1.3,0.5,0.3,0.6,48.0,142.1,0.5,2.7,5.6,0.3,0.2,1.7,31.3,2.0,1.5,0.9,1.9,1.7,0.6,2.6,0.7,0.0,0.2,1.9,0.2,0.3,54.3,1.6,7.8,18.6,16.4,3.2,LW,0
Farid Boulaya,2021-2022,28,Metz,0.1,0.2,0.1,0.2,-0.1,0.08,0.21,0.4,31.6,44.8,3.5,1.0,0.1,5.5,54.4,238.4,0.4,1.5,4.3,0.1,0.0,2.7,32.1,0.4,1.0,0.8,1.4,0.5,0.7,1.8,5.2,0.3,0.9,4.2,2.2,0.1,59.4,0.6,7.0,29.4,17.8,1.1,AM,0
Farid Boulaya,2019-2020,26,Metz,0.1,0.2,0.2,0.2,-0.1,0.07,0.08,1.0,37.5,45.8,2.7,1.4,0.2,2.6,36.9,217.9,0.8,2.6,5.9,0.2,0.1,4.2,27.8,0.7,0.7,0.8,1.3,0.5,0.7,2.2,3.7,0.7,0.2,5.6,2.9,0.3,51.7,0.4,6.0,26.2,26.4,3.0,AM,0
Farid Boulaya,2020-2021,27,Metz,0.3,0.2,0.1,0.2,0.0,0.05,0.06,0.8,33.3,50.5,5.3,1.6,0.3,5.9,49.3,260.0,0.6,2.3,3.7,0.4,0.3,5.4,39.1,0.6,2.0,0.4,1.2,0.6,0.4,1.2,8.4,0.3,1.1,5.9,3.8,0.0,63.0,0.3,5.3,33.4,22.5,1.4,AM,0
Florent Mollet,2017-2018,25,Metz,0.1,0.4,0.2,0.1,0.08,2.7,0.29,48.8,36.8,80.4,0.4,0.2,4.1,8.7,37.5,79.0,2.4,1.5,0.3,0.2,3.1,1.7,20.8,2.1,1.7,0.2,1.4,0.5,0.7,2.3,4.7,0.1,1.3,4.5,2.0,0.2,56.8,0.9,6.1,30.7,20.3,2.1,AM,0
Florent Mollet,2018-2019,26,Montpellier,0.1,0.2,0.1,0.2,0.05,2.9,0.18,39.3,41.4,79.6,0.8,0.3,5.9,9.0,35.8,76.4,1.7,1.7,0.5,0.3,4.8,2.9,31.3,1.6,1.2,0.5,1.3,1.1,0.8,2.1,7.3,0.1,1.1,7.1,4.1,0.2,39.2,0.3,4.8,34.0,25.4,2.0,AM,0
Florent Mollet,2019-2020,27,Montpellier,0.2,0.3,0.2,0.2,0.07,2.5,0.3,43.5,36.4,76.9,0.7,0.2,4.5,8.6,33.7,68.6,1.8,1.3,0.5,0.3,4.0,2.2,36.4,1.2,1.3,0.4,1.1,0.5,0.5,1.2,6.4,0.2,0.7,6.8,3.4,0.1,58.3,0.3,5.0,29.2,22.3,1.8,AM,0
Florian Thauvin,2017-2018,24,Marseille,0.3,0.6,0.4,0.3,0.0,0.11,0.15,1.4,37.3,56.1,4.1,1.8,0.5,2.8,37.6,326.0,2.3,2.5,9.9,0.8,0.4,5.9,32.6,0.8,1.6,0.5,0.9,0.7,0.5,1.9,4.8,0.9,0.5,6.2,2.3,0.5,69.6,0.8,5.3,33.7,31.8,5.9,RW,1
Florian Thauvin,2018-2019,25,Marseille,0.3,0.5,0.3,0.2,0.1,0.1,0.14,1.1,33.3,42.9,2.1,1.3,0.4,2.5,40.9,253.3,1.9,3.2,10.3,0.4,0.2,3.8,38.8,1.0,1.7,0.6,0.7,0.7,0.3,1.7,3.8,0.5,0.4,4.3,1.8,0.3,50.0,0.3,3.3,27.9,26.7,5.4,RW,1
Florian Thauvin,2020-2021,27,Marseille,0.3,0.3,0.2,0.3,-0.1,0.11,0.12,0.6,26.1,46.3,3.1,1.5,0.4,3.0,43.3,225.3,1.1,2.6,9.3,0.4,0.2,3.3,50.0,0.8,1.7,0.7,1.1,0.9,0.5,1.8,4.8,0.2,0.8,6.7,2.2,0.2,53.2,0.7,5.4,26.7,27.3,3.9,RW,0
Fousseni Diabaté,2019-2020,23,Amiens,0.2,0.1,0.0,0.1,0.1,0.09,0.14,0.2,28.6,35.5,1.8,0.5,0.2,1.1,66.7,212.2,1.2,3.9,8.4,0.3,0.2,1.8,32.0,0.9,0.7,0.4,0.8,0.8,0.6,1.8,0.6,0.2,0.1,2.4,0.0,0.2,61.7,0.2,7.5,21.0,19.4,3.1,RW,0
François Kamano,2019-2020,23,Bordeaux,0.0,0.1,0.1,0.1,0.15,0.7,0.5,40.0,34.6,79.6,0.7,0.3,2.5,2.6,35.3,122.9,1.8,1.4,0.4,0.3,2.5,1.5,17.6,1.4,2.2,1.1,1.0,0.7,0.4,2.1,2.2,0.4,0.4,1.1,0.0,0.1,39.3,1.2,7.9,29.2,16.8,2.1,LW,0
François Kamano,2017-2018,21,Bordeaux,0.2,0.3,0.3,0.1,0.1,0.12,0.11,0.8,29.5,30.7,0.8,0.8,0.2,0.9,44.4,268.6,2.1,3.2,9.5,0.3,0.2,2.8,33.3,1.7,1.6,0.4,1.1,0.8,0.7,2.1,0.8,0.2,0.2,2.7,0.4,0.7,48.9,0.2,4.5,18.7,22.3,4.5,LW,0
François Kamano,2018-2019,22,Bordeaux,0.0,0.2,0.2,0.1,-0.1,0.09,0.08,1.0,37.2,32.7,1.6,0.8,0.0,1.7,67.1,224.6,1.1,2.5,7.8,0.2,0.1,3.0,24.0,1.7,1.8,0.4,0.7,0.9,0.6,1.6,0.9,0.2,0.3,1.0,0.4,0.4,47.6,0.1,4.0,22.7,18.4,3.2,LW,0
Franck Honorat,2021-2022,24,Brest,0.1,0.3,0.1,0.2,-0.1,0.07,0.18,0.9,50.0,38.0,1.5,1.5,0.7,2.9,46.6,194.8,1.3,2.4,9.0,0.5,0.2,3.8,36.7,0.7,0.7,0.8,0.6,0.7,0.5,2.1,4.5,0.1,0.5,5.8,1.6,0.2,46.8,0.8,6.6,16.5,26.6,3.2,RW,1
Franck Honorat,2020-2021,23,Brest,0.1,0.3,0.2,0.3,-0.1,0.11,0.2,0.9,58.5,38.7,1.5,1.9,1.1,3.1,48.3,158.6,0.8,1.5,8.3,0.3,0.2,4.1,46.8,1.4,0.5,0.5,0.8,0.5,0.4,1.4,4.2,0.2,0.4,6.8,1.9,0.1,41.7,1.2,7.2,15.1,26.0,2.9,RW,0
Franck Honorat,2019-2020,22,Saint-Étienne,0.3,0.0,0.0,0.1,0.1,0.02,0.0,0.1,20.0,41.3,1.8,1.2,0.6,1.3,26.7,181.7,0.4,2.0,8.1,0.4,0.4,3.2,27.3,0.7,0.6,0.8,1.6,1.3,0.5,2.2,4.9,0.1,0.1,5.5,0.0,0.0,42.9,1.7,9.9,21.7,20.5,1.6,RW,0
Gaël Kakuta,2017-2018,26,Amiens,0.2,0.2,0.1,0.2,0.0,0.06,0.11,0.5,34.0,41.5,3.3,1.1,0.4,2.6,38.9,160.1,0.2,3.2,5.7,0.3,0.2,3.6,30.4,0.5,1.8,0.3,0.9,1.0,0.8,2.3,4.7,0.3,0.2,5.1,2.4,0.2,62.7,0.7,5.3,28.2,20.8,1.2,AM,0
Gaël Kakuta,2019-2020,28,Amiens,0.2,0.1,0.1,0.1,0.1,0.07,0.05,0.5,25.6,38.2,2.7,1.4,0.3,1.5,34.7,177.1,0.7,4.0,7.0,0.4,0.3,2.8,29.1,1.4,1.2,0.8,1.4,0.7,0.7,2.8,3.2,0.4,0.1,4.2,1.6,0.0,64.9,0.3,4.0,26.1,22.4,1.8,AM,0
Gabriel Boschilia,2018-2019,22,Nantes,0.3,0.3,0.3,0.1,0.2,0.11,0.1,1.2,42.5,37.9,2.8,0.8,0.1,1.8,34.7,188.6,0.6,2.9,5.6,0.4,0.3,3.5,18.5,1.2,1.6,0.5,1.7,1.0,0.5,2.8,5.2,0.1,0.1,4.3,3.1,0.0,48.3,0.5,5.9,21.8,23.6,2.3,AM,0
Gelson Martins,2018-2019,23,Monaco,0.1,0.3,0.2,0.2,0.0,0.11,0.13,1.0,53.3,33.7,1.6,1.1,0.6,0.8,44.4,213.8,1.0,3.1,9.8,0.3,0.2,3.0,26.9,0.9,1.6,0.8,1.2,0.6,0.5,1.8,0.4,0.0,0.0,3.8,0.0,0.1,47.2,0.4,3.9,16.1,26.4,5.0,RW,0
Gelson Martins,2019-2020,24,Monaco,0.1,0.2,0.3,0.2,-0.1,0.18,0.14,0.5,35.7,42.3,1.9,1.1,0.4,1.0,46.2,287.9,2.0,2.3,9.2,0.3,0.2,3.5,36.4,0.8,1.2,0.9,1.3,0.5,1.0,2.6,3.9,0.1,0.1,3.4,0.0,0.1,67.1,0.9,8.9,23.3,22.6,4.0,RW,0
Gelson Martins,2021-2022,26,Monaco,0.1,0.2,0.3,0.1,0.0,0.19,0.13,0.5,36.7,31.4,1.1,0.9,0.1,0.7,55.6,208.4,1.4,3.6,11.1,0.1,0.1,1.8,48.9,1.0,1.6,1.0,1.8,1.2,0.8,2.8,0.1,0.0,0.1,1.7,0.0,0.7,54.9,0.6,4.2,18.6,23.7,4.5,RW,0
Gelson Martins,2020-2021,25,Monaco,0.1,0.2,0.2,0.2,-0.1,0.11,0.12,0.6,40.0,36.2,1.4,1.0,0.2,0.9,59.3,218.9,1.5,3.4,11.1,0.5,0.2,2.8,26.5,1.3,2.1,0.9,1.3,1.2,0.8,3.1,0.3,0.1,0.0,1.6,0.0,0.3,50.6,0.3,5.0,20.3,25.6,4.2,RW,0
