Player,Season,Age,Team,Expected_assists,Shot_/90,Passes_attempted,Passes_completition%,Crosses_into18yard_box,TotProgressive_passes,Attempted_long_passes,PrgDist_Carries,Carries_into_final_third,Miscontrols,Dispossesd,Received,Shot_creating_actions,Aerials_Won%,Yellow_cards,Fouls_committed,Fouls_drawn,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Succ_Takes_on%,Touches_Def_Pen,Touches_Def__3rd,Touches_Mid__3rd,Touches_Att__3rd,Touches_Att__Pen,Role,Tier_league
Abdu Conté,2021-2022,23,Troyes,0.1,0.3,41,72.8,0.3,166.2,3.8,89.9,2.1,1.4,0.5,28.6,1.5,45,0.1,0.9,0.9,0.8,0.8,0.8,0.1,0.7,0.3,1.7,0.7,8.8,0,0.2,2.7,2.7,0,57.9,1.6,17.7,18.8,13,0.9,LB,0
Achraf Hakimi,2021-2022,22,Paris S-G,0.2,0.13,59,66.4,1.2,803.9,1.6,125,1.9,1.2,0.5,55.1,1.9,31,0.1,0.7,0.5,1.9,1.5,1.2,0.2,0.8,1,3.7,0.8,7.6,0.9,0,0.1,1.9,0.1,39.6,2.1,18.8,30.2,27.2,2.9,RB,1
Adama Mbengue,2017-2018,23,Caen,0.1,0.03,29.8,47.3,0.7,523.6,3.1,120.7,2.5,2.3,1.5,28.2,2.1,52.9,0.1,2.1,1.4,2.7,2.3,1.4,0.1,1.1,1.6,5.6,2.8,12.2,0.4,0,0.6,5,0.1,61.7,2.8,19.2,25.8,18.2,0.6,LB,0
Adama Mbengue,2018-2019,24,Caen,0,0.02,27.8,45.4,0.7,548.8,5,73.8,1.3,1.9,0.5,23.5,1.8,31.3,0.4,2.6,1,3.9,2.3,0.9,0.5,1.3,0.9,6.7,2.7,11.7,0.4,0,0.4,3.4,0,61.5,3.4,23.7,26.5,10.7,0.1,LB,0
Adrien Truffert,2020-2021,18,Rennes,0.2,0.05,49.1,59,0.8,737.7,1.9,93,1.8,1.4,0.6,45.2,1.7,42.9,0.1,1.1,1.2,0.8,0.6,0.5,0.2,1,0.8,2.6,1.8,8.5,0.8,0,0,3,0,51.4,2.1,14.6,32.2,23.1,2,LB,0
Adrien Truffert,2021-2022,19,Rennes,0.2,0.09,51.5,63.4,1,809.5,3.2,146.1,2.7,1.9,0.8,46.5,2,37.2,0.2,1.3,1.1,1.2,0.6,0.7,0.3,1.1,1,2.6,1.6,9.6,0.9,0,0.1,2.6,0,58.6,2.1,18.9,36.7,19.9,2,LB,0
Akim Zedadka,2021-2022,26,Clermont Foot,0.1,0.05,45.5,56.7,1.5,680.5,2.8,109.6,1.9,1.8,1.4,38.8,2.6,51.9,0.1,0.8,2.4,1.2,1,0.9,0.2,0.6,1.6,3.5,1.3,12.2,0.9,0,0.1,3.3,0,45.1,2.9,18.6,30.1,20.1,1,RB,0
Ambroise Oyongo,2018-2019,27,Montpellier,0.1,0.09,32.3,46.2,1.3,524.5,2.3,80.3,1.9,1.6,1.1,31.3,1.9,27.7,0.2,1,1,0.9,0.8,0.8,0.3,0.8,1.6,3.5,2.5,12.1,0.6,0,0.2,2.7,0,53.7,2,15,27,17.1,0.8,LB,0
Ambroise Oyongo,2019-2020,28,Montpellier,0.1,0.04,34,46.5,0.8,564.1,2.9,68.6,1.2,1.1,0.5,30.9,1.5,50,0.1,0.7,1.1,0.5,0.8,0.6,0,0.4,0.8,2.1,1.7,10.1,0.5,0,0.1,3.2,0,42.1,2.5,13.1,26.6,16.4,0.7,LB,0
Aníbal Chalá,2020-2021,24,Dijon,0,0,47.4,76,0,269,4.2,91.5,1.9,1.7,0.4,32.2,0.8,50,0,1.8,1.1,0.8,0.7,0.7,0.4,0.2,1.7,2.9,1.8,10,0,0.1,1.5,1.5,0,50,3.4,19.7,26.4,12.1,0.4,LB,0
Anthony Caci,2018-2019,21,Strasbourg,0,0.2,55.8,80.1,0.4,320.4,8.2,95.8,0.9,0.9,0.3,39.6,1.1,40.4,0,1.1,0.3,1.2,0.9,0.9,0.4,0.4,1.8,4,2.5,6.9,0,1.4,1.5,1.5,0,48,3.6,25,31.1,9.2,0.5,RB,0
Anthony Caci,2019-2020,22,Strasbourg,0.2,0.5,68,79.3,1.4,461.9,12.6,121.4,2.1,1.2,1.2,48.3,2.7,40,0,1.4,0.7,2.2,1,1.2,0.7,1.3,2.5,6.3,2,11.2,0.3,1.7,2.7,2.7,0,60,3,24.2,42.6,13.9,0.5,RB,0
Anthony Caci,2020-2021,23,Strasbourg,0.1,0.3,61.8,76.2,0.5,361.6,12.3,88.5,1.2,1.1,0.5,40.5,1.6,39.1,0,1,0.5,1.5,1.1,1.1,0.1,0.8,1.8,4.3,2.1,11.5,0.1,1.6,2.4,2.4,0,64.3,2.7,23.9,36.8,12.4,0.5,RB,1
Anthony Caci,2021-2022,24,Strasbourg,0.1,0.6,61.1,77.4,0.7,334.1,10.4,108.4,1.6,1.2,0.6,43.3,2.1,61.3,0.2,1.3,0.9,1.3,1.2,0.8,0.1,0.7,1.2,3.7,1.8,8.4,0,1.5,3.6,3.6,0.2,56.1,3,19,35.9,17,1.2,RB,1
Arial Mendy,2021-2022,26,Clermont Foot,0.2,0.05,35.8,45.9,0.8,561,3,98.7,2.4,1.8,0.5,36.1,1.7,35.7,0.1,0.7,1.2,0.5,0.2,1,0.1,0.6,0.8,1.5,1.9,6.5,0.2,0.1,0.5,4.4,0,25,2.8,14.2,23.7,18.5,1.8,LB,0
Arnaud Souquet,2017-2018,25,Nice,0.1,0.04,53,62.1,0.8,892.5,3.7,117.8,2,1.4,0.8,46.4,1.2,43.5,0.1,0.9,1.8,2.5,1.3,0.7,0.6,1.1,1.5,4.8,2.7,10,1.3,0.1,0.4,2.2,0,64.7,4.2,23,37.3,13.9,1,RB,0
Arnaud Souquet,2019-2020,27,Montpellier,0.1,0.03,36.1,48,0.6,560.5,2.1,77.2,1.9,1.2,0.6,31.1,1.9,48.4,0.3,1.5,1.4,1.8,1.3,1.7,0.3,0.6,0.8,3.5,2,11.3,0.6,0,0.1,3.3,0,45.1,3.3,16.7,25.3,18.2,1.2,RB,0
Arnaud Souquet,2020-2021,28,Montpellier,0.1,0.04,34.5,47.4,1.5,542.4,2.2,85.7,1.7,1.7,1,30.6,2,24.1,0.4,1.4,1.5,2.4,2,1.5,0.4,0.7,1.2,4.9,2.5,11.7,0.2,0,0,3.9,0,55,3.8,20.8,23.8,16.9,0.9,RB,0
Baba Rahman,2018-2019,24,Reims,0.1,0.04,42.1,52.9,0.6,696.8,2.9,106.9,1,1.4,0.7,35,1.1,45.7,0.3,1.4,1.2,1.9,1.7,0.3,0.3,1.7,1.5,3.9,3.5,10.3,0.9,0.1,0.1,1.2,0,50,3.7,22.7,33.4,11,0.7,LB,0
Benjamin Henrichs,2018-2019,21,Monaco,0.1,0.04,38,52.3,1.1,585.1,2.1,103.3,2,1.6,0.5,38,2.2,41.9,0.1,1.7,2.1,1.9,0.8,1.1,0,0.9,1.7,4.6,2.2,9.1,0.9,0.1,0.2,2.4,0,59.1,2.4,15.6,30.4,18,1.4,RB,1
Benjamin Henrichs,2019-2020,22,Monaco,0.1,0.07,42.6,53.2,0.6,721.2,3.1,104.6,2,0.9,0.8,39.3,1.8,50,0.3,1.3,2.1,2,1.4,1.9,0.4,1.5,1.4,4,1.8,6.2,1.3,0,0.6,1.7,0,57.1,2.6,17.8,33.9,14.3,1.2,RB,1
Birger Meling,2020-2021,25,Nîmes,0.1,0.05,40.1,50.4,0.7,641.8,3,80.3,1.4,1.2,0.4,31.4,1.6,55.3,0.2,0.6,1.5,1.2,1.3,0.7,0.3,1.3,1.4,3.3,2.7,11.2,1.2,0,0.2,1.5,0,66.7,4,21,26.6,14.4,1.3,LB,0
Birger Meling,2021-2022,26,Rennes,0.1,0.08,46.6,55.1,1,775.9,4.3,96.7,1.6,1.3,0.2,38.5,2.1,45.2,0.1,0.7,1,1.3,1.1,0.4,0.3,0.8,1.1,3.2,2,9.2,0.6,0,0.1,1.2,0,50,2.6,17.6,30.7,16.2,0.8,LB,0
Bouna Sarr,2017-2018,25,Marseille,0.2,0.06,57.1,66.9,1.6,757.7,2.8,184.4,3.3,1.5,1.3,49.2,3.4,52.9,0.3,1.9,1.3,2.1,1.1,0.8,0.2,0.8,1.6,4.9,2.7,10.2,1,0.1,0.1,4.2,0.5,62,2.4,19.6,41.3,21.5,1.3,RB,1
Bouna Sarr,2018-2019,26,Marseille,0.1,0.07,46.5,57.2,1,656.6,2.8,136.4,2.7,1.6,1.2,41.6,2.8,57.4,0.1,1.5,1.3,1.9,1,0.6,0.1,1,1.6,4.3,2.2,10.1,0.6,0.1,0.2,4.3,0.2,53.9,2.7,16.3,33.1,23.2,1.1,RB,0
Bouna Sarr,2019-2020,27,Marseille,0.2,0.09,45.4,56.4,1,612.2,2,139,3.4,2.2,1.3,44,2,52.6,0.1,1,1.8,1.5,1.2,1,0,0.7,1.3,3.8,1.6,9.1,1,0,0.2,4.2,0.4,57,1.7,14.1,33.7,23.2,1.5,RB,0
Bradley Locko,2021-2022,19,Reims,0,0.03,31.2,40.8,0.5,465.6,2.3,119.8,2,1.2,2,28.7,1.8,42.9,0.4,1.3,1.1,1.7,1.2,0.9,0.7,1.1,1.2,3.7,1.3,6.7,0.3,0,0.6,0.9,0,68.2,2,15.7,24.7,12.5,0.7,LB,0
Caio Henrique Oliveira Silva,2020-2021,23,Monaco,0.2,0.1,44.7,56.6,1.5,717.6,2.3,120.7,2.3,1.4,0.3,39.3,2.2,40.4,0,0.3,0.5,1.3,1.2,0.8,0.1,0.6,0.6,2.5,1.4,11.1,1,0,0.2,3,0,63,1.4,14.8,29,20.7,1.5,LB,1
Caio Henrique Oliveira Silva,2021-2022,24,Monaco,0.3,0.05,47.5,63.3,1.5,764.9,3.3,136.7,2.6,1.2,0.2,43.3,3.1,32.5,0.2,0.6,0.7,1,0.9,1,0.2,0.8,0.9,2.7,1.3,11.7,1.8,0,0.3,4.3,1.2,37.5,2.5,17.6,31.9,22.6,1.7,LB,1
Charles Traore,2017-2018,25,Troyes,0.1,0.05,39.4,52.7,0.7,644.5,3.4,78.9,1.1,0.8,0.4,31.7,1.5,53.3,0.2,0.9,0.8,1,0.8,0.9,0.5,1.1,1.7,3.5,5.1,12.2,0.8,0,0.3,2,0,55.6,4.8,24.9,28.2,12.5,0.5,LB,0
Charles Traore,2018-2019,26,Nantes,0.1,0.03,33,46.2,0.9,510.4,2.2,69,1.5,1.1,0.7,26,1.5,59.1,0.2,2,1.7,1.5,1.8,0.9,0.2,1,1.5,4.6,3.6,11.7,0.5,0,0,2.2,0,33.3,3.3,17.5,26.9,14.6,0.8,LB,0
Charles Traore,2019-2020,27,Nantes,0,0.03,42.2,57.6,0.8,697.4,2.8,73.2,0.7,0.7,0.3,35.3,1.2,60.3,0.2,1.1,1,1.8,1.9,1.3,0.2,0.9,2,4.5,3.3,11.8,1.2,0,0.2,1.7,0,65,3.6,22.4,36,11.2,0.2,LB,0
Charles Traore,2020-2021,28,Nantes,0,0.05,34.9,50.8,0.4,600.7,3.3,69,1.1,1.4,0.5,30.6,0.7,68.5,0.3,1.6,1.2,1.8,1.4,1.4,0.3,1.1,1.9,4.7,3.4,11.1,1,0,0.1,1.8,0,33.3,3.5,19.6,30.9,12.4,0.4,LB,0
Cheick Traoré,2018-2019,23,Guingamp,0.1,0.05,24.8,41.3,1,431.6,2.3,74.2,2,1,0.8,22.5,1.8,42.9,0.2,1.5,0.6,1.3,0.9,0.6,0.2,0.6,1.4,3.6,2.7,12.5,0.5,0.1,0.2,4.2,0,39,2.3,14.1,21.4,18.3,1.2,RB,0
Clément Michelin,2020-2021,23,Lens,0.3,0.04,37.4,53.1,1,711.7,4.3,70.8,1.6,0.9,0.3,34.5,2.4,55.6,0.2,1.8,1,1.5,0.7,0.5,0.3,0.7,1.9,3.9,2.5,11.2,1.6,0,0.7,6.6,1.6,57.1,3.4,15.4,28.2,19.5,0.9,RB,0
Colin Dagba,2018-2019,19,Paris S-G,0.2,0.3,64.2,91.6,0.4,174.7,1.3,93.3,2,0.8,1,52.3,2.1,15.4,0.2,1.9,0.6,1.2,1.3,0.6,0,1,0.9,3.2,1,6.6,0.1,0,1.7,1.7,0,62.5,2.5,17,34.6,20.4,2.7,RB,0
Colin Dagba,2019-2020,20,Paris S-G,0.1,0.3,55,88.7,0.5,147.8,1.8,112.2,1.9,0.9,0.7,42.2,1.6,25,0.1,1.8,0.4,0.5,0.7,0.5,0.1,0.7,0.8,2.2,1.2,7.5,0,0,3.4,3.4,0,53.8,2.8,16.3,26.9,20.6,2,RB,0
Colin Dagba,2020-2021,21,Paris S-G,0.1,0.5,62.6,88.1,0.3,171.7,1.9,107.4,2.2,1,0.8,50.3,1.6,15.4,0.2,1.3,0.6,0.7,0.9,0.3,0.3,0.9,1.1,2.6,1.2,7.4,0,0,2.6,2.6,0,63.6,2.5,16.2,32,23.1,2.1,RB,0
Danilo Avelar,2017-2018,28,Amiens,0.1,0.4,44.6,64.3,0.5,275.9,8.1,55.2,0.9,0.7,0.8,26.6,1.7,65.8,0.1,1.2,1,1.7,0.7,1.6,0.4,0.5,1.9,4.1,4.3,9.1,0.1,0.3,3.3,3.3,0,44,4.6,18.9,27.3,10.2,0.5,LB,0
Dennis Appiah,2019-2020,27,Nantes,0,0.1,55.1,74.7,0.1,273.4,4.9,80.2,1.5,1.2,1,33.4,1,52.8,0.1,1.5,0.4,2,1.6,1.3,0.2,0.3,1.3,4.5,1.9,11.2,0,0.1,1.8,1.8,0,75.9,2.9,22.4,31.9,10.9,0.3,RB,0
Dennis Appiah,2020-2021,28,Nantes,0.1,0.3,50.3,72.4,0.3,287.2,5.7,69.2,1.7,1.1,1,29.7,1.9,56.6,0.2,0.9,0.2,2,1.9,1.6,0.3,1,1.4,4.6,2.5,10.9,0,0.1,2.7,2.7,0,60,2.9,20,26.9,14.9,0.7,RB,0
Dimitri Foulquier,2017-2018,24,Strasbourg,0.1,0.04,38.6,49.2,0.7,596.8,2.5,128.4,1.8,1.4,1,32.5,2,38.5,0.1,1.5,0.5,0.9,0.5,0.7,0.3,0.8,1,2.8,2.4,11,0.6,0,0.2,1.8,0,61.1,2.4,16.9,31.6,12.9,0.7,RB,1
Djibril Sidibé,2017-2018,25,Monaco,0.2,0.05,59.1,70.6,1.5,910.6,3.3,110.9,1.8,1.6,0.8,51.8,2.8,66.1,0.2,1.4,1.5,1.6,1,0.9,0.2,0.7,1.9,4.4,2.2,11.7,1.3,0.2,0.7,2.4,0,41.2,2,15.5,45.9,21.7,1.9,RB,1
Djibril Sidibé,2018-2019,26,Monaco,0.2,0.07,45.5,62.2,1.6,709.6,2.3,102.5,1.8,2,0.9,42.7,2.9,53.6,0.2,1.6,1.3,1.5,1.1,1,0.4,0.7,1.3,3.5,2.2,13,1.3,0.1,0.4,3.5,0.1,25,2.7,14.5,36.7,23.6,1.4,RB,1
Djibril Sidibé,2020-2021,28,Monaco,0.1,0.04,69.3,84.2,1.1,1206,5.9,155.8,1.4,0.9,0.3,57.6,2.5,55.6,0.1,1.5,1,1.5,1.7,0.7,0.2,0.7,2.3,4.9,1.7,15.2,3.5,0.1,0.6,4.2,1.6,53.3,3,23.7,53.8,16.4,0.1,RB,0
Domagoj Bradarić,2019-2020,19,Lille,0.1,0.3,53.3,74.3,0.7,202,7.7,98.4,2.3,1.1,0.3,35.8,1.9,31.3,0.1,0.7,0.9,0.7,0.8,1,0.2,0.8,1.4,3.2,1.8,11,0,0.1,5.9,5.9,0.4,42.9,2.2,11.5,32.3,18.9,0.3,LB,0
Domagoj Bradarić,2020-2021,20,Lille,0.1,0.3,64.9,79.3,0.4,195.7,6.8,116,2.4,1.5,0.4,45.5,1.7,42.2,0.3,1.2,0.9,1.3,0.9,1.1,0.3,0.7,1.9,3.8,1.5,9.5,0,0,3.8,3.8,0.2,61.5,2.2,17.7,36.8,20.2,1,LB,0
Durel Avounou,2017-2018,19,Caen,0,0.7,36.9,67.8,0.1,128.7,5.7,32.5,0.7,1.7,0.8,23.2,0.7,38.5,0.1,1,0.7,1.5,0.7,1.7,0.1,1.5,1.4,3.6,3.5,5.1,0,0.1,2.9,2.9,0,83.3,3.2,11.2,27.6,10.4,0.8,LB,0
Emerson Palmieri,2021-2022,26,Lyon,0.2,0.06,61.3,72.3,0.6,940.9,3.9,143.4,2.2,1.6,0.2,54.9,2.5,59.2,0.1,0.6,0.9,1,0.9,0.5,0.3,0.6,1.1,2.9,2.6,10.5,1.1,0,0.2,2.7,1.1,63.8,3.6,23.7,41.9,18.9,1.4,LB,1
Emil Krafth,2018-2019,23,Amiens,0.1,0.07,31.5,45.4,0.6,563.1,3.3,59.4,0.8,1,0.4,24.3,1,56.8,0.1,1.2,1,1.1,1,1,0.4,0.5,0.7,2.4,2.8,12.3,1.1,0,0.1,2.1,0,36.4,3.7,17.6,25.8,11.4,0.6,RB,1
Enock Kwateng,2018-2019,21,Nantes,0.1,0.09,41.4,58.1,1.1,610.1,2.1,81.3,1.5,1.3,0.7,34.2,1.9,60.3,0.2,1.2,0.9,1.8,1.5,1.6,0.2,1.1,3.4,6.3,2.5,12.4,0.6,0,0.1,3.3,0,56.1,2.5,17.3,35.2,19.3,0.4,RB,0
Enock Kwateng,2019-2020,22,Bordeaux,0.1,0.1,42.9,56.2,0.6,657.5,3.3,76.3,1.4,1.6,1.1,39.5,1.8,70.5,0.4,1.8,1.1,2,2,2.3,0.5,0.9,2,5.3,3.8,9.4,1.6,0.1,0.1,2.4,0,68.8,4.1,20.9,37.5,12.8,0.5,RB,0
Enock Kwateng,2020-2021,23,Bordeaux,0.1,0.13,46.6,57.8,0.4,694.3,2.3,85.1,0.9,1.6,0.6,39.8,1.8,62.2,0.3,1.3,1.5,1,1.2,1.1,0.3,1,2.3,4.1,2.3,8.8,0.7,0,0.1,1.5,0,66.7,3.8,23,35.5,11.2,1,RB,0
Enock Kwateng,2021-2022,24,Bordeaux,0.1,0.04,44.7,55,1,713.6,3.5,97.8,1.3,1.2,0.2,38.4,1.4,51.1,0.3,1,0.7,1.6,1.5,1.8,0.2,0.6,1.9,4.4,2.2,7.8,0.9,0.1,0.2,1.8,0,62.9,3.5,22.7,33.7,9.5,0.4,RB,0
Fábio,2018-2019,28,Nantes,0.1,0.2,45.6,74.8,0.7,220.5,5.5,102.9,2.8,0.7,0.4,26.3,2.3,54.1,0.3,1.3,1.3,2.4,1.8,1.9,0.3,1,1.3,5,1.9,10.1,0.1,0.1,2.5,2.5,0,57.1,2.4,14.3,26.3,15.7,0.6,RB,0
Fabien Centonze,2019-2020,23,Metz,0.1,0.3,47.4,73.3,0.5,229.9,5.5,109.4,2.2,1.1,0.9,28.5,1.6,58.2,0.1,0.7,1.3,1.7,1.2,0.8,0.4,0.7,2.1,4.8,3.5,9.4,0,0.2,2.4,2.4,0,58.5,3.9,22.9,26.8,11.4,0.7,RB,0
Fabien Centonze,2020-2021,24,Metz,0.1,0.7,50.5,76.1,0.6,247.2,5,122.7,2.2,1.8,0.9,34.8,1.6,62.9,0.3,1.2,1.6,1.9,1.2,0.8,0.5,1.3,3.1,6,3.3,9.9,0.1,0.1,3.2,3.2,0.1,49.6,4.3,22,29.8,16,0.9,RB,0
Fabien Centonze,2021-2022,25,Metz,0,0.9,43.6,76.9,0.3,220.1,3.9,104.5,1.6,2,0.8,32.4,1.5,37,0.2,0.9,1.7,1.2,0.7,1.1,0.5,1.6,1.8,3.7,2.9,7.7,0,0.2,2.7,2.7,0,51.8,3.9,19.7,26,13.9,0.9,RB,0
Faitout Maouassa,2018-2019,20,2 Teams,0.1,0.09,30.5,43.2,0.8,499.2,2.6,107,2,1.1,0.9,25.1,1.6,62.5,0.1,0.5,1.1,1.3,1,0.7,0.2,0.8,1,3.3,3.4,12,0.5,0,0.2,3.3,0,45.1,2.4,17.5,24,13.5,0.5,LB,0
Faitout Maouassa,2019-2020,21,Rennes,0.1,0.05,37.8,50.5,0.6,595.9,2.5,126.4,2.8,1.2,0.8,36,1.7,48.5,0.1,0.7,1.6,1.6,0.7,0.6,0.2,0.4,1.1,3.7,2.9,10.6,0.5,0,0.1,3,0,42,2.8,21.2,29.3,13.4,0.5,LB,0
Faitout Maouassa,2020-2021,22,Rennes,0.1,0.04,49.2,62.5,1.2,809.5,3.9,137.2,3.2,2.2,0.9,49.5,1.8,63.6,0.3,1,1.4,0.8,0.8,0.6,0.1,0.6,1.3,2.8,2.8,11,1.1,0,0.5,4.6,0,55.9,3,20.1,36.4,20.2,0.8,LB,0
Faitout Maouassa,2017-2018,19,Rennes,0.1,0.04,18.8,26.8,0.5,244.7,0.7,195.9,3.8,0.7,2.6,2.1,0.2,31.6,0.1,1.2,1.4,0.3,0.2,0.8,0.2,1,0.6,1.2,0.5,1.4,0.3,0,0,3.3,0.7,29,0.5,3.3,17.7,18.2,1.2,LB,0
Falaye Sacko,2021-2022,26,Saint-Étienne,0,0.07,49.7,59,0,853.7,4.5,125.6,1.3,1.1,0.1,42.8,1.2,75,0,1.2,0.3,1.3,1.8,0.4,0.9,0.5,0.5,2.6,2.4,4.6,1.5,0,0.3,1.1,0,0,3.8,27.9,33.9,5.8,0.3,RB,0
Ferland Mendy,2017-2018,22,Lyon,0.1,0.04,56.9,66.8,1.1,814.6,2.8,169.8,2.6,1.8,1.1,50.9,2.9,59.7,0.2,1.3,2,1.2,0.8,0.5,0.2,0.6,1.1,3,1.8,9.8,0.9,0,0.2,2.5,0,68.6,2.4,17.4,41.9,19.3,1.4,LB,1
Ferland Mendy,2018-2019,23,Lyon,0.1,0.04,58.2,70.2,0.9,918.3,5,168.3,3,1.3,1.3,53.8,3.3,56.1,0.1,1,1.6,1,0.5,0.1,0.2,0.6,1.2,2.8,1.9,9.4,0.7,0.1,0.7,2.8,0,76.4,2.7,17.5,40.9,22.9,1.9,LB,1
Fernando Marçal,2017-2018,28,Lyon,0.1,0.04,57.5,69.7,0.6,889.3,4.4,142.3,1.9,1.3,0.6,51.6,2.2,59.6,0.1,1.1,1.7,1.4,1,1,0.4,0.6,1.8,4.2,4.8,11,1.8,0,0.1,1.9,0,20,3.8,22.9,46.1,13.9,0.8,LB,1
Florian Miguel,2018-2019,21,Nîmes,0.2,0.29,31,40.9,0.3,542.7,2.6,48.2,0.5,0.3,0.3,25.7,1.5,39.5,0.2,1,1.5,1.3,0.6,0.3,0.6,0.6,1.7,3.2,3.8,7.7,1.4,0,0.1,0.8,0,37.5,4.2,25,20.1,6.6,1,LB,0
Florian Miguel,2019-2020,22,Nîmes,0.1,0.07,30.5,43.4,0.8,498.1,2.2,76.2,1.2,1.3,0.4,27.5,1.8,52.1,0.4,2,2.1,1.1,1.4,0.9,0.2,0.7,1.4,3.7,1.4,11.6,0.5,0,0,2.8,0,39.5,1.7,16.4,24.3,14.3,1.4,LB,0
Florian Miguel,2020-2021,23,Nîmes,0.1,0.1,43.4,54.5,0.2,913.5,5.6,117,0.2,0.4,0.2,41.6,0.3,48.4,0.2,1,1.9,0.8,0.5,0.5,0.8,0.5,2.6,3.5,3.9,4.3,2,0,0.4,0.4,0,75,5.5,36.6,25.7,2.9,0.6,LB,0
Fodé Ballo-Touré,2017-2018,20,Lille,0,0.1,53.8,82.8,0.2,203.8,3,96.2,0.8,0.8,1,36.6,1,46.4,0.2,1.3,0.8,1.6,0.9,1.1,0.1,1.1,1.2,3.4,2.1,10.2,0,0.1,1.9,1.9,0,69.6,2.4,18.3,31.6,13.1,1,LB,0
Fodé Ballo-Touré,2018-2019,21,2 Teams,0.1,0.2,46,74.7,0.4,202.5,4.2,100.6,2.2,1.3,1,29.1,1.6,53.7,0.2,0.8,1.4,1.9,1.2,0.9,0.3,1,1.6,4.2,2.3,10.1,0.1,0,2.7,2.7,0,58.5,2.1,15.8,29.3,13.4,0.7,LB,0
Fodé Ballo-Touré,2019-2020,22,Monaco,0.1,0.3,46.8,77.9,0.4,190.4,5.2,130.6,1.7,1.6,0.5,33.3,1.7,53.8,0.2,0.9,1.2,1.3,0.9,0.8,0.1,0.5,1.3,3.2,2.4,8.5,0.1,0.1,3.3,3.3,0,64.9,2.6,16.4,28.4,13.9,1.1,LB,0
Fodé Ballo-Touré,2020-2021,23,Monaco,0.1,0.3,58.7,80.8,1,210.6,5.7,107.3,2.3,1,0.7,41.1,2,54.5,0.3,1.4,1.6,2.3,0.8,1,0,1,0.8,3.7,1.5,10.6,0,0,5.3,5.3,0,33.3,1.8,15.2,33.2,20.7,2.3,LB,0
François Moubandje,2017-2018,27,Toulouse,0,0.03,33.7,47.1,0.4,578.8,3,64.3,1,1,0.4,25.9,1,71,0.3,1.2,0.8,0.8,0.5,1.3,0.4,0.8,1.4,2.9,4,11.3,0.8,0.1,0.2,2,0,61.3,3.4,20.4,27.3,10.1,0.3,LB,0
François Moubandje,2018-2019,28,Toulouse,0.1,0.06,35.8,47.2,0.3,610.8,3.5,91.2,1.4,1.6,0.6,30.2,1.3,51.3,0.1,1,0.9,1,0.8,0.2,0.2,0.7,1.3,3,3.4,8,1.1,0,0.2,1.9,0,50,4,19.4,28.4,11,0.6,LB,0
Franck Tabanou,2017-2018,28,Guingamp,0.1,0.04,39.3,53.8,0.9,710.8,5.2,59.2,0.9,1,0.6,33.4,2.1,52.5,0.4,1.5,1.3,1.5,0.9,1.4,0.3,0.2,2.2,4.2,4.1,13.4,1.8,0,0.4,4.6,0.2,52.9,5.1,21.4,28.8,15.1,0.3,LB,0
Frederic Guilbert,2017-2018,22,Caen,0.1,0.11,29.6,43.2,0.8,535.4,3.7,58.2,1.6,1.2,1.1,23.4,1.6,59.5,0.3,1.6,1,2.5,1.4,1.5,0.4,0.8,2.4,6.2,3.8,10.2,0.2,0,0.4,3.5,0,59,3.1,17,27.9,13.7,0.4,RB,0
Frederic Guilbert,2018-2019,23,Caen,0.1,0.03,30.4,44,0.6,537.9,3.4,66.8,1.6,1.4,0.8,26.2,1.6,50,0.3,1.8,1.1,2.1,1.3,1.3,0.6,0.9,2.4,5.4,3.7,8.3,0.5,0,0.6,2.8,0,58,3.5,20.2,27.1,11.2,0.5,RB,0
Frederic Guilbert,2020-2021,25,Strasbourg,0.2,0.04,35.9,53.1,1.3,716.8,5.9,100.5,2.1,1.6,0.6,32.2,2.3,47.1,0.2,1.5,1.1,1.5,1.7,1.1,0.1,1.1,2.7,5.7,2.6,12.8,2.2,0,0.6,5.4,0.6,53.3,3.5,18.9,29.2,20,0.3,RB,0
Frederic Guilbert,2021-2022,26,Strasbourg,0.2,0.04,36.3,53.6,1.4,660.7,5,71.5,2,1.4,0.8,33.4,3.3,40.3,0.1,0.9,0.8,1.4,1.1,1.1,0.4,0.9,2,4.4,1.4,14.7,2.1,0,0.5,7.8,2.2,52.5,2.8,12,29.4,24.6,0.6,RB,0
Gabriel Gudmundsson,2021-2022,22,Lille,0.2,0.12,34.3,48.1,0.4,543.3,2.5,110.9,2.7,1.9,1.3,35.9,1.8,44.4,0.2,1.8,1.3,2.1,1.1,1.2,0.2,0.8,1.3,4.2,0.9,7.2,0.5,0,0.1,4.2,0,55,1.9,16.8,27.5,17.3,1.9,LB,1
Gabriel Silva,2017-2018,26,Saint-Étienne,0.1,0.06,38.6,48.9,1,619.6,3.5,72.1,1.5,1.4,0.9,32.7,1.2,48.2,0.1,1.5,1.9,0.9,0.8,0.5,0.3,0.6,1.6,2.8,3.6,12.3,1.2,0,0.3,2.3,0,64.3,3.7,18.9,26.3,15.3,0.7,LB,0
