Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Role,Tier_league
Manu Koné,2019-2020,18,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.9,0,0,0.2,22.2,31.4,38.9,80.7,0.5,2.4,0,0,2.6,474.7,132.3,17.3,20.3,85.3,11.2,12.9,87.2,1.9,3.9,47.4,28.8,169.7,74.9,1.4,1.4,0,1.7,0.6,31.8,1.2,0.1,0.1,1.6,1.4,36.4,0.5,0.1,2,2.9,3.6,2.1,1.3,1.7,1.5,0.1,1.4,2,5.6,1,0.1,38.5,0.3,0.3,0.1,0.1,0.1,0,0,100,0,53.1,2.5,12.1,31,10.6,0.2,53.1,CM,1
Marco Verratti,2017-2018,24,Paris S-G,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0.05,0.4,0,0,0.1,14.3,98.3,108.6,90.5,1.5,8.4,2.1,0.1,10.1,1509.6,494,52.1,55.3,94.2,30.4,32.6,93.2,8.7,11,79,82.5,375.4,199.9,2.1,2.1,0.1,0.9,1.9,101.1,2.5,0.6,0.6,3.8,3.2,50,0.5,0.1,1.6,2.8,2.7,1.7,0.6,2.3,1.3,0.3,1,1.4,4,0.6,0.2,104.4,3.7,2.7,1.5,0.7,0.5,0.3,0.1,82.4,17.6,116.8,2,19.5,80.2,17.9,0.8,116.8,CM,2
Marco Verratti,2018-2019,25,Paris S-G,0,0.1,0.1,0,0,0,0,0,0.2,0.2,0.3,0.2,0,-0.1,0.04,0.1,0,,0,0,90.8,100.1,90.7,1.4,10.8,1.9,0,12.5,1337.7,482.6,49.5,52.4,94.4,30.4,33,92.3,5.4,7.2,74.8,72.4,358.2,202.4,2.5,2.1,0,1,1.8,90.4,1.8,0.3,0.3,4,3.6,26.7,0.3,0,1.7,2.7,3.4,2,1.7,2.2,1.2,0,1.2,0.9,4.3,0.4,0.1,96,3.8,3,1.3,0.4,0,0.1,0,82.9,17.1,108.2,1.6,14.4,73,21.9,0.6,108.2,CM,2
Marco Verratti,2019-2020,26,Paris S-G,0,0.3,0.3,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.1,0.15,0.1,0,,0,0,97.7,105.9,92.2,1.6,9.3,2.6,0.3,11.3,1455.8,464.8,55.3,57.8,95.6,30.2,32.2,93.8,7,9,77.2,68.7,289.3,158.4,2,2.2,0.2,0.9,1.3,92.6,2.6,0.9,0.8,3.8,3.2,47.1,0.4,0,1.6,2,3.3,1.9,1.2,2.2,1.4,0.2,1.2,1.2,4.4,0.5,0,101.4,4.5,3.1,0.7,0.4,0.7,0.1,0,86.2,13.8,114.2,2.4,16.5,76.6,22,0.7,114.2,CM,2
Marco Verratti,2020-2021,27,Paris S-G,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,-0.1,0,0.13,0.6,0,0,0.2,40,98.4,108.1,91.1,1.4,10.4,2,0.1,11.3,1396.1,436.9,56.2,59.1,95.1,30.8,33.4,92.4,5.5,7.9,69.5,79.7,363.2,196,2.3,3.1,0.6,1.8,1.7,98.7,4,0.4,0.3,3.4,2.8,47.8,0.4,0,1.7,3.1,3.2,1.8,1.4,2.9,1.3,0.3,1,1.6,4.8,0.2,0.1,104.2,3.7,3,0.2,0.3,0.7,0,0.1,80,20,119.3,1.8,14.8,77.4,28.2,2.4,119.3,CM,2
Marco Verratti,2021-2022,28,Paris S-G,0.1,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0,0.09,0.3,0.29,1,0.1,28.6,90.9,99.9,91,1.4,9,2,0,9,1376.6,410.5,49.8,52.6,94.5,31.6,33.7,93.8,5.6,7.1,78.9,80.7,380.9,193.8,2.6,3.9,0.2,1.3,1,89.4,2.9,0.3,0.3,3.5,3.2,31.3,0.6,0,1.5,2.2,2.8,1.9,1.5,1.5,1.7,0.5,1.2,0.8,3.6,0.7,0.1,94.6,4.8,2.9,0.3,0.7,0.4,0.2,0,80.7,19.3,109.6,2.4,18.1,67.7,24.6,1.5,109.6,CM,2
Marcus Thuram,2018-2019,20,Guingamp,0.3,0,0.4,0.2,0.1,0.2,0.4,0.2,0.1,0.5,0.1,0.3,0,-0.1,0.11,2,0.09,0.28,0.6,31.6,20.5,29.3,70,1.3,1.5,0.6,0.2,2.7,271.6,68.2,13.3,17.3,76.7,5.5,7.9,69.8,0.6,1.6,37.8,26.8,252.6,119.9,4.7,3.2,1.9,3.3,3.2,33,7.7,0.2,0.1,3.2,2.3,54.2,0.1,0.1,1.5,1.6,1.6,1,0.7,0.8,0.8,0,0.8,0.4,1.9,0.5,0,28.3,0.9,0,0.1,0,1.5,0,0.2,69.2,30.8,43.4,0.5,4.7,19.1,20.9,5.1,43.2,RW,2
Mario Lemina,2021-2022,27,Nice,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.12,0.7,0.13,0.5,0.2,25,47,53.9,87.3,0.3,4.3,0.2,0,4.3,833,233.1,20.6,22.5,91.5,21.4,23.5,91.1,4.3,6.3,68.8,42.2,260.4,126.3,1.6,1,0.1,1,0.6,45.2,1.4,0.1,0,1.5,1.2,69.7,0.3,0,1.6,1.1,2.8,1.6,1.3,0.5,1.5,0.4,1.1,2.2,5,1.7,0,52.8,1,0.8,0.1,0.2,0.3,0,0,75,25,65.5,3.1,16.7,43.2,5.9,1.1,65.5,DM,2
Marquinhos,2018-2019,24,Paris S-G,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.19,0.4,0.27,1,0.1,27.3,69.8,76,91.9,0.3,4.7,0.4,0,6,1258,428.5,27.4,29,94.6,33.1,34.6,95.6,7,9.1,76.8,50.5,254.8,152.8,0.6,0.7,0,0.2,0.3,63.3,0.4,0.1,0.1,0.9,0.7,63.6,0.1,0,1,0.3,2.2,1.4,1,0.7,1,0.4,0.6,1.5,3.6,2.8,0,74.1,1.8,1.4,0.2,0.5,0,0,0,85.7,14.3,84.7,6.3,28.3,51.9,4.7,1,84.7,DM,2
Marquinhos,2019-2020,25,Paris S-G,0.2,0.1,0.2,0.2,0,0,0.1,0.1,0,0.2,0.1,0.2,0.1,0,0.17,0.7,0.27,1,0.2,27.3,74.3,79.8,93,0.2,6,1,0,5.9,1320.1,424.8,30.7,32,95.8,34.8,36.6,95,6.6,7.9,83.1,52.7,242.7,132.9,0.5,0.9,0.1,0.5,0.6,67.9,0.5,0.2,0.1,1.5,1.3,52.1,0.1,0,1.2,0.4,2.4,1.2,0.7,0.9,1.5,0.5,1,1.5,3.9,1.9,0.1,78.2,1.4,1,0.3,0.7,0.2,0,0,77.8,22.2,90.1,5.1,25.3,58.4,6.8,1,90.1,DM,2
Marshall Munetsi,2019-2020,23,Reims,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.2,0.06,0.4,0,,0,0,31.8,41.3,76.9,0.5,1.8,0.3,0.2,3.2,550.1,146.1,16,18.8,85.1,10.7,13.6,78.7,4.2,6.3,66.1,25.9,173.7,85.5,2,1.3,0,1.8,1,30.2,0.9,0.2,0.2,1.9,1.6,59.3,0.3,0,1.9,1.5,2.9,2,0.6,0.6,1.4,0.8,0.6,1.3,4.2,2.1,0.1,40.2,1.2,1,0.2,0.8,0.6,0,0,62.5,37.5,55.4,3.4,17.3,31.7,7.9,0.9,55.4,CM,1
Marshall Munetsi,2020-2021,24,Reims,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.08,0.6,0.08,0.33,0.1,25,32.7,39.5,82.6,0.4,1.7,0.1,0,2.3,641.2,143.5,10.8,12.7,84.6,17.3,19.3,89.4,4.1,6,68.2,28.8,153.3,64.8,0.4,0.5,0,1.4,0.4,31.3,0.7,0.1,0,1.1,1,62.8,0.3,0,1.4,0.9,1.6,0.9,1,0.9,1.5,1.2,0.4,2.7,4.3,4,0.1,38.7,0.6,0.5,0,0.2,0.2,0,0,68.2,31.8,53.7,6.4,22.2,27.3,4.9,0.7,53.7,CM,1
Marshall Munetsi,2021-2022,25,Reims,0.2,0,0.3,0.2,0,0,0.2,0.2,0.1,0.2,0,0.2,0,0,0.13,1.5,0.16,0.38,0.6,40.6,25.5,32.5,78.7,0.4,1.9,0.1,0,1.8,465.9,126.8,11,12.8,85.9,10.7,13,82.4,2.9,4.8,61,25.1,132.4,60.4,0.6,0.6,0.1,2.1,0.5,25.5,1,0.1,0.1,1.3,1,64.1,0.3,0,1.9,1,1.6,0.8,0.8,1.1,1.9,0.6,1.2,2.1,3.7,3.4,0.1,31.6,0.7,0.6,0,0.6,0.2,0,0.1,44.4,55.6,47.3,5.7,19.4,22.5,5.8,1.8,47.3,CM,2
Martin Terrier,2017-2018,20,Strasbourg,0.2,0.2,0.3,0.2,0,0,0.3,0.3,0.2,0.4,0.1,0.4,-0.1,0,0.1,2.7,0.06,0.18,0.9,34,19.8,26.9,73.4,1.5,1,0.7,0.1,1.9,286.9,63,11.1,13.6,81.7,5.9,8,73.2,1.2,2.1,59,22.8,147.6,71.5,2.5,1.9,1,2.6,1.2,27.8,5.8,0.3,0.2,3.1,2.1,48,0.2,0,1.6,1.5,2.3,1.6,0.5,1,0.6,0.1,0.5,0.8,3,0.3,0,25.8,0.9,0.1,0.3,0.4,1.1,0.2,0.4,50,50,38.5,0.6,4.4,17.2,17.5,3.8,38.5,LW,1
Martin Terrier,2019-2020,22,Lyon,0.1,0.2,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.09,1.3,0.06,0.13,0.6,47.1,25.6,33.4,76.8,1.2,2.4,0.5,0,2.9,374.7,107.7,15.6,18.2,85.5,6.2,8.3,75.5,2.4,4.1,58.2,23.8,134.4,70.2,2.5,1.8,0.8,1.7,0.6,28.5,4.6,0.4,0.2,2.3,1.4,41.7,0,0,1.7,1.3,1.5,1.1,0.2,0.8,1.1,0.1,1,0.8,2.3,0.8,0,30.9,2.5,1.1,0.4,0.5,1.7,1.1,0.1,68,32,43.7,0.9,5.6,22.2,16.8,3.2,43.7,LW,1
Martin Terrier,2020-2021,23,Rennes,0.3,0.3,0.6,0.3,0,0,0.2,0.2,0.1,0.3,0.2,0.3,0.1,0.1,0.1,1.7,0.17,0.47,0.6,37,23.1,29.4,78.6,1.5,1.3,0.7,0.1,2.4,317.6,56.2,14,16.7,83.7,6.7,8.2,81.1,1.1,1.3,80.6,22.4,122.6,55.7,2.1,1.2,0.6,2.9,0.8,29.2,6.9,0.3,0.3,3.3,2.3,43,0.1,0,1.3,1.4,1.2,0.6,0.4,1,0.8,0,0.8,0.6,1.8,0.3,0,28.3,1.1,0,0,0.1,0.6,0,0.3,60.5,39.5,39.5,0.3,2.5,16.3,21.1,4.5,39.5,LW,2
Martin Terrier,2021-2022,24,Rennes,0.7,0.1,0.8,0.6,0.1,0.1,0.4,0.4,0.1,0.6,0.1,0.5,0.2,0,0.14,2.8,0.22,0.43,1.4,51.2,24.5,31.1,78.9,1.4,2,1.4,0.2,4,377.2,87.2,13.5,15.8,85.3,7.8,9.6,81.5,2.1,3,68.8,26.9,168.4,79.1,2.8,1.8,0.9,1.9,0.7,31.9,7.4,0.6,0.5,3.5,2.8,45.1,0,0,0.9,1.3,1.8,1.1,0.8,0.6,0.9,0.1,0.8,0.6,2.4,0.6,0,30.2,0.7,0.1,0.2,0.4,0.9,0,0.2,47.5,52.5,42.1,0.6,4.4,18.4,19.9,4.2,42,LW,2
Martin Terrier,2018-2019,21,Lyon,0.5,0,0.5,0.5,0,0,0.2,0.2,0.2,0.4,0.1,0.4,0.3,0.3,-0.2,0.11,2.2,0.25,0.56,1,44.4,26.5,32.2,82.3,1.8,2.1,1,0.1,3.3,358.4,95,17.1,19.2,89.3,6.8,8.1,84.2,1.3,2.2,59.5,24.5,125.7,65.4,1.9,1.7,0.5,1.3,0.9,30.3,7,0.4,0.2,3.7,46.9,0.1,0,0.8,0.7,1.4,0.8,0.5,0.8,1,0.1,0.9,0.4,1.8,0.8,0,30.9,1.2,0.4,0.4,0.1,1,0.2,0.3,60.9,39.1,41.7,0.9,4.8,20.2,17.6,3.6,41.7,LW,1
Mathias Autret,2019-2020,28,Brest,0.1,0.2,0.4,0.1,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0.07,2,0.07,0.22,0.7,33.3,27.5,41.6,66,2.2,2.9,1.7,0.5,4.6,484.3,155.1,13.1,15.9,82.4,10.5,14.4,72.4,3.2,8,39.4,27.3,134.3,75.1,2.4,2,0.2,2.7,1,34.9,6.1,0.4,0.3,4.4,2.9,18.2,0.2,0,1,0.4,1.7,1.3,0.6,1.3,1,0.1,1,0.7,2.4,0.2,0,35.7,5.5,1.5,0.4,0.7,5.2,3.4,0,20,80,52.7,0.4,5.4,26.1,22,2.7,52.7,AM,0
Mathias Pereira Lage,2019-2020,22,Angers,0.1,0.2,0.2,0.1,0,0,0.1,0.1,0.2,0.3,0.1,0.3,0,0,0.05,2,0.03,0.11,0.5,25.7,21.8,31.2,69.7,1.3,1.8,0.9,0.4,2.9,268.4,87.7,13.7,16.7,81.8,4.8,7.7,62.9,0.6,1.9,34.4,21.6,145.9,71.3,2.9,2.6,0.7,2.2,1.5,29.5,7.9,0.4,0.2,3,2.2,46.2,0.1,0,2.2,1.5,1.8,1.1,0.7,1.5,1.1,0,1.1,1,2.7,0.5,0,30.2,0.9,0.1,0.2,0,3,0.6,0.1,39.4,60.6,43.4,0.5,6,19.3,19,2.5,43.4,LW,1
Mathias Pereira Lage,2020-2021,23,Angers,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0,0.2,0,0.2,0.1,0,0.08,1.7,0.14,0.4,0.6,35.7,20.6,28.3,72.7,0.6,1.6,0.4,0.2,2.7,298.2,89.3,12.4,14.7,84.2,6.2,9,68.7,1,1.9,54.8,21.8,119.6,54.2,1.5,1.8,0.4,2.3,1,26.3,5.3,0.1,0.1,2.2,1.7,35,0.3,0,1.8,0.9,1.8,1,0.6,1.8,1.3,0.2,1,0.9,2.7,1,0,27.1,1.2,0.2,0.1,0.1,1.6,0.1,0.1,43.6,56.4,40.9,1.1,7.5,19.4,14.6,1.7,40.9,LW,1
Mathieu Cafaro,2018-2019,21,Reims,0.3,0.1,0.4,0.3,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0.1,0,0.05,3,0.1,0.32,0.9,31.4,19.8,32.9,60.1,1.6,2.3,0.9,0.5,3.4,389.9,129.8,8.9,11.7,75.8,6.7,10.5,64.3,3.7,8.4,43.9,23.9,180,87,2.7,1.7,0.3,2.3,1.3,28.3,5.7,0.3,0.2,3.2,1.5,29.2,0.2,0,1.5,1.3,2.5,1.2,0.8,1.9,1.2,0,1.2,0.9,3.4,0.6,0,27.7,4.9,1.7,0.2,0.5,6.3,2.7,0.1,47.2,52.8,46.4,0.4,7.6,20.7,19.3,1.5,46.4,RW,1
Mathieu Cafaro,2019-2020,22,Reims,0.1,0.2,0.3,0,0.1,0.1,0.3,0.2,0.2,0.5,0.1,0.4,-0.2,0,0.05,3.7,0,0,1.2,31.6,19.5,35,55.7,1.5,2.2,0.9,0.5,3.5,389.1,133.9,9.1,11.2,80.9,6.1,10.9,56.3,4.3,11.4,37.6,28.4,175.4,87.5,3.3,2.1,0.9,2.2,1.1,30.6,7.3,0.4,0,3.7,1.4,27.8,0.3,0.1,1.6,2,1.2,0.6,0.6,1.1,1.3,0,1.3,0.2,1.4,0,0,29.2,5.6,1.5,0.2,0.7,9.1,3.6,0.1,63.3,36.7,47.5,0.2,5.5,17.9,25,2.5,47.4,RW,1
Mathieu Cafaro,2020-2021,23,Reims,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0,0.04,2.6,0.07,0.19,0.9,35,22.3,36.5,61.3,1,2.3,1.1,0.4,3,410.1,117,10.5,13.4,78.6,7.9,11.9,66.5,3.3,8.5,39.1,28.6,186.9,93.7,2.6,2.3,0.6,2.5,0.6,33.3,4.8,0.3,0.3,2,1.3,32,0.1,0,1.3,1.6,1.7,0.7,0.6,1.3,0.5,0,0.5,0.7,2.5,0.5,0,33,3.1,1.6,0.1,0.6,4.8,1.5,0.2,40.4,59.6,48.2,0.6,7.8,21.6,19.7,1.9,48.2,RW,0
Mattéo Guendouzi,2021-2022,22,Marseille,0.1,0.2,0.3,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0.1,0.07,1.4,0.08,0.22,0.5,36,53.7,62.2,86.4,1,6.1,1.5,0.1,8.2,912,232.3,25.5,27.6,92.4,21.4,23.9,89.7,5.1,6.5,78,54.2,296.1,149.9,2.9,2.3,0.5,1.7,1.3,57.8,5,0.3,0.3,3.2,2.4,43.4,0.2,0,0.8,1.9,1.3,0.9,0.4,1,0.4,0,0.4,0.5,1.7,0.5,0,59.5,2.4,1.1,0.2,0.4,1.4,0.4,0,58.8,41.2,70.3,0.9,8.6,42.2,20.2,2.3,70.3,CM,2
Matteo Ahlinvi,2020-2021,21,Nîmes,0.2,0,0.2,0.2,0,0,0.1,0.1,0,0.2,0,0.2,0.1,0,0.11,1.2,0.17,0.29,0.7,58.3,25.8,32.2,80.1,0.5,1.2,0.2,0,2.5,428.1,82.3,12.1,13.1,92.4,11.6,14.4,80.6,1.5,2.5,60,30.3,204.2,116.7,3.1,1.4,0.3,2.6,1.6,30.2,1.7,0,0,1.2,0.9,38.1,0,0,1.7,1.5,2.6,2,1.1,2.8,0.6,0,0.6,0.2,2.8,0.8,0,31.6,0.5,0.5,0,0,0.6,0,0.1,65.5,34.5,45.1,1.3,9.5,28.6,8,1.2,45.1,CM,0
Maxence Caqueret,2020-2021,20,Lyon,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.07,0.5,0,0,0.1,10,47.1,55.1,85.5,0.8,5.5,1.5,0.1,8.9,746.8,277.1,24.4,27.4,89,17,18.9,90,3.6,4.8,75.5,39.2,177.5,79.4,1.2,1.3,0.4,2,1.5,46.8,2.2,0.2,0.1,2.7,2.3,42.9,0.2,0.1,1.6,1.3,3.7,2.2,1.8,3.6,1.8,0.2,1.6,1.2,4.9,0.3,0.1,53.9,0.8,0.3,0.2,0.3,0.7,0.1,0,75,25,67,0.8,9.9,41.1,17.1,1.3,67,CM,1
Maxence Caqueret,2021-2022,21,Lyon,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.05,0.6,0,0,0.1,13.3,50.6,59.7,84.8,0.9,6.6,0.6,0,5.9,782.6,253,26.7,30,89.1,18.2,20.3,89.8,3.3,4.7,69.7,43.8,191.8,85,1,1.4,0.1,1.9,1,49.1,1.1,0.2,0.2,2.4,2,48,0.2,0,1.7,1.1,2.8,1.5,1.2,1.9,1.5,0.4,1.1,1.7,4.5,1,0.1,58.2,1.2,0.5,0.2,0.3,0.8,0.3,0,63.8,36.2,71.1,2.2,14.6,46.1,11.4,0.6,71.1,CM,2
Maxime Lopez,2017-2018,19,Marseille,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,-0.1,0,0.09,0.7,0,0,0.3,40,84.4,94,89.8,2,7.8,1.4,0.5,10.4,1175,384.8,49.7,51.9,95.7,22,24.9,88.5,5.7,8.3,68.5,77.9,378,200.1,3.3,2.9,0.2,0.9,0.7,82.6,3.3,0.2,0.2,4.7,4,15.4,0.1,0,2.1,1.2,2,1.3,0.8,2.9,1,0.1,0.9,0.5,2.4,0.4,0.1,89.8,3.9,1.8,0.3,0.5,3,1.4,0.1,69.6,30.4,100.6,0.7,13.5,68.3,19.7,1.3,100.6,CM,2
Maxime Lopez,2018-2019,20,Marseille,0,0.1,0.2,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0.04,0.5,0.08,0.25,0.2,30.8,85.3,95.1,89.7,1.9,7.1,1.2,0.4,11.1,1216.9,464.5,51,54.3,94,24.6,26.9,91.6,5.3,8.2,65.2,71.5,357.6,205.3,2.5,2.8,0.2,0.8,0.6,80.9,1.8,0.3,0.2,3.6,2.8,31.6,0.2,0,1.3,0.6,1.9,1,0.8,1.4,0.4,0.1,0.3,0.8,2.7,0.3,0,90,5,2.8,0.1,0.2,2.8,1.5,0,52,48,101.5,0.7,15.9,68.9,17.5,0.7,101.5,CM,2
Maxime Lopez,2019-2020,21,Marseille,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.2,0.06,0.8,0,0,0.2,20,64,72.9,87.8,1.5,6.5,0.6,0.1,8.4,861,261.2,38.8,41.9,92.6,19,21.4,88.6,2.4,4,61.2,61.4,327.1,190.5,4.4,3.3,0.7,1.9,0.7,66.9,5.8,0.4,0.4,3.6,2.9,7.7,0.2,0,0.7,0.4,1.3,0.8,0.3,1.8,0.6,0.2,0.5,0.6,1.9,0.1,0,70.4,2.5,1.1,0.1,0.1,1.9,0.7,0.1,57.1,42.9,81,0.2,9.6,48.2,24,1.8,81,CM,2
Maxwel Cornet,2018-2019,21,Lyon,0.5,0.4,0.8,0.5,0,0,0.5,0.5,0.3,0.8,0.2,0.8,0,0,0.1,0.16,3.3,0.15,0.32,1.5,46.8,23.4,33.2,70.6,1.7,0.6,1.1,0.4,1.5,295.6,50.2,15,18.5,81.4,6,8.5,71.1,0.5,2.3,21.2,28.7,195.5,95.8,4.4,2,1.9,2.7,2,34.6,13.9,0.6,0.4,4.1,41.3,0.1,0,0.6,1.3,1,0.8,0.1,0.7,0.7,0,0.7,0.4,1.3,0.6,0,31.2,1.9,0.4,0.3,0,3.7,1.1,0.6,44.2,55.8,46.2,0.8,3.9,16,26.6,5.6,46.2,LW,2
Maxwel Cornet,2017-2018,20,Lyon,0.3,0.4,0.7,0.3,0,0,0.2,0.2,0.2,0.4,0.1,0.4,0.1,0.1,0.3,0.1,2.2,0.13,0.33,0.8,38.7,28.1,37.5,74.9,1.8,1.3,1,0.4,2.5,383.2,85.8,17.7,20.8,85,7.1,9.3,76.3,1.4,2.9,48.8,33.8,250.3,128.9,4.4,4,1.3,2.4,3.1,37.3,10.1,0.5,0.4,3.4,29.5,0.1,0,1.2,1.5,1.2,0.8,0.2,1.6,0.8,0.1,0.7,1,2.2,1,0,35.7,1.6,0.3,0.1,0,2.9,0.8,0.2,46.5,53.5,49.7,0.8,4.7,20.9,25,4.5,49.7,LW,1
Maxwel Cornet,2019-2020,22,Lyon,0.3,0.2,0.5,0.3,0,0,0.1,0.1,0.2,0.4,0.2,0.4,0.1,0.1,0,0.09,1.6,0.17,0.31,0.9,54.2,33.8,48,70.4,2,1.5,1.6,0.8,3.3,493.1,158,20.1,23.8,84.4,9.7,13.8,70.1,2.2,5.1,43.4,35.2,212.5,125.3,4.1,2.7,1.2,1.8,1.4,38.5,10.8,0.4,0.2,3,48.5,0.1,0,1,2,2,1.3,0.9,0.7,1.1,0.1,1,1.4,3.5,1.3,0.1,41.8,6.2,0.9,0.1,0.2,5.3,1.8,0.1,55.9,44.1,60,1.6,10.5,24.9,25.3,2.7,60,LW,2
Maxwel Cornet,2020-2021,23,Lyon,0.1,0.2,0.3,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.1,0.1,0.8,0.1,0.18,0.4,52.4,48.9,63.1,77.6,0.9,3.1,0.7,0.4,4.7,737.8,283.7,28.4,32.4,87.5,16.1,21.4,75.4,3.1,5.9,51.6,39.3,184,105.3,2.7,1.9,0.6,1.3,0.6,44.5,7.2,0.5,0.4,2.3,53.9,0.2,0,1.1,1.2,2.6,1.5,1.2,0.9,0.8,0.2,0.7,1.6,4.2,1.7,0,53,10,0.9,0,0.1,3,0.3,0.1,60.5,39.5,74,2.9,21.8,35.2,17.5,1.8,74,LW,2
Mehdi Abeid,2017-2018,24,Dijon,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0.1,0.05,1.6,0,0,0.5,28.6,39.3,46.3,84.8,0.5,2.5,0.1,0,3.7,672.5,179.5,17.7,20.2,87.5,16.8,18.7,89.4,3.4,4.7,71,38.5,218.8,101.1,1.5,1,0,1.8,1.6,37.8,1.1,0.1,0.1,1.5,1,44.8,0.2,0,2.2,1.2,1.8,1.1,0.6,1.8,0.8,0.5,0.4,1.4,3.1,1.9,0.2,44.9,1.3,0.9,0,0.4,0.5,0.2,0.2,70,30,57.6,2.3,14,38,6.4,0.8,57.6,CM,0
Mehdi Abeid,2018-2019,25,Dijon,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0,0.2,0,-0.1,0.06,1.6,0.06,0.2,0.4,27.8,40.2,47.5,84.6,1,4.1,0.2,0.1,4.3,694.1,165.7,18.6,20.7,89.9,16.2,18,90.1,4,6.4,62.9,35,218.6,103.6,1.9,1,0.2,1.8,1.4,40.4,2.2,0.1,0.1,1.8,1.3,39.5,0.3,0,2.5,1.2,2.3,1.5,0.7,1.3,1.5,0.3,1.2,1.3,3.6,1,0,45.7,1.6,0.8,0.2,0.5,1.1,0.4,0,51.7,48.3,60.3,1.3,11.2,38.7,11.5,0.9,60.3,CM,0
Mehdi Abeid,2019-2020,26,Nantes,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.04,1.6,0.03,0.14,0.3,21.2,39.2,47.9,81.9,1.3,4,0.3,0.1,5.2,643.8,180,19.4,21.1,92,15.5,17.5,88.4,2.9,6.3,46.1,32.2,165.9,74,1.2,1.2,0.1,1.2,1,37.3,2.1,0.2,0.1,2.6,1.5,43.3,0.2,0,2.7,2.1,2.7,1.4,1,1.6,0.8,0.1,0.6,1.1,3.9,0.4,0,43.1,4.6,1.9,0,0.5,3.1,2.5,0,69.6,30.4,57.4,0.7,8.1,37.9,12.3,0.8,57.4,CM,0
