Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def _3rd,Touches_Mid _3rd,Touches_Att _3rd,Touches_Att_ Pen,Touches_Live,Role,Tier_league
Ronaël Pierre-Gabriel,2020-2021,22,Brest,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.06,0.3,0.13,0.5,0.1,25,45.2,55.3,81.8,0.6,4.5,0.9,0.4,4.8,750.7,295.6,21.7,24.6,88.6,19.4,22.5,86,3.1,5.6,35,167.1,80.7,1.3,1.2,0.1,0.5,0.5,38,3,0,0,1.6,1.2,44.7,0.2,0,1.1,1.1,2.3,1.6,1.4,0.7,0.7,0.3,0.4,1.2,3.5,2.2,0,44.8,10.5,0.7,0,0.1,1.6,0,0,61.4,38.6,64.6,3.9,20.9,31.2,13.2,0.6,64.6,RB,0
Ronaël Pierre-Gabriel,2021-2022,23,Brest,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.11,0.2,0,0,0.1,40,42.3,50.4,83.9,0.5,3.6,0.7,0.3,4.9,644.8,254,22.4,24.9,89.7,15.6,17.9,87.2,2.4,4,32,174.3,98.9,2.3,1.6,0.1,1.1,0.7,34.1,2.5,0.1,0.1,1.7,1.4,35.9,0.2,0,1,1,2.8,1.6,1.5,1.1,0.8,0.2,0.5,1.7,4.5,2.6,0,39.9,10.5,0.6,0,0.2,1.3,0,0.1,58.9,41.1,61.5,3.6,18.6,29.1,14.3,0.9,61.5,RB,0
Ruben Aguilar,2017-2018,24,Montpellier,0,0.1,0.1,0,0,0,0,0,0.1,0.2,0.1,0.2,0,-0.1,0.05,0.6,0,0,0.1,25,43.4,56.5,76.8,1.3,3.3,1.2,0.8,4.8,626,289.1,27.5,30.5,90.3,12.1,17.1,70.5,2.4,5.4,44.9,31.3,194.2,125,3.6,2.8,0.2,1.2,1,39.3,5.9,0.3,0.2,2.6,2,44.4,0.1,0,1.1,1.8,3.3,1.8,1.3,1.3,0.9,0.1,0.8,1.4,4.7,3.3,0,43.4,12.8,0.1,0.4,3.5,3.5,0,0.3,62.5,37.5,69.3,2.3,16.8,33.7,20.1,1.2,69.3,RB,0
Ruben Aguilar,2018-2019,25,Montpellier,0,0.1,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.07,0.5,0.08,0.25,0.1,30.8,46.8,58.4,80.2,1.6,2.9,1.6,0.9,4.6,732.1,268.9,26,28.7,90.6,16.7,20.4,81.7,3.1,5.7,54.1,32.8,195.2,112.9,3,2.1,0.3,1.7,0.9,41.7,5.5,0.2,0.2,3.7,2.8,46.7,0.3,0,1.3,1.4,3.1,1.8,1.4,1.1,0.8,0.1,0.7,1.3,4.5,1.8,0,47.5,10.6,0,0.2,4.1,4.1,0,0.3,50.7,49.3,70.1,2.2,14.8,33.9,21.9,1.2,70.1,RB,1
Ruben Aguilar,2019-2020,26,Monaco,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.04,0.5,0,0,0.2,33.3,55.6,66.1,84.1,1.5,3.4,2.4,1.3,4.4,812.2,290.8,33.5,35.4,94.5,17.8,21.1,84.5,2.6,5.8,44.9,44.8,216,124.4,2.7,1.6,0.3,0.8,0.9,48.8,6.7,0.3,0.3,3,2.6,55.2,0.2,0.2,0.8,1.7,3,1.8,1.6,0.8,0.5,0.2,0.3,0.9,3.9,1.8,0,55.8,10.2,0.1,0.3,5.3,5.3,0,0,54.5,45.5,76.7,2.7,17.5,37,22.5,1.8,76.7,RB,1
Ruben Aguilar,2020-2021,27,Monaco,0,0.1,0.2,0,0,0,0,0,0.2,0.2,0.2,0.2,0,-0.1,0.11,0.3,0.13,0.33,0.1,37.5,51.2,63.4,80.7,1.7,3.1,1.6,0.8,4.1,779.5,217.8,29.2,31.5,92.6,17,21.6,78.5,3.5,6.7,52.4,38.2,206.3,109.9,3,2.1,0.2,1.6,0.6,47.4,9.3,0.3,0.2,3.2,2.3,54.8,0.2,0,1.6,1.5,2.5,1.5,1.3,0.8,1.2,0.1,1.1,1.9,4.4,1.7,0,54.2,8.9,0,0.6,4.8,4.8,0.9,0.2,41.4,58.6,75.9,2.1,15,36,25.6,2.3,75.9,RB,0
Ruben Aguilar,2021-2022,28,Monaco,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.03,0.4,0,0,0.1,20,60.4,72.7,83,0.5,5.2,1.3,0.2,6.6,975.4,368.7,31.3,33.9,92.4,23.5,27.7,85,3.9,7.5,52.2,47.6,228.7,122.8,2.6,2.3,0.2,1.3,0.2,49.9,4.2,0.2,0.1,1.3,1.1,45.2,0.2,0,1.3,1.2,3.3,2.2,1.8,1.1,0.8,0.2,0.6,1.9,5.1,2.4,0,60.8,11.6,0.2,0.7,2.7,2.7,0,0.3,45.5,54.5,83.9,3.2,21.3,42.7,20.5,1.1,83.9,RB,0
Ruben Gabrielsen,2019-2020,27,Toulouse,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.09,0.5,0,0,0.1,25,33.6,40.7,82.5,0.1,1.4,0.1,0,1.9,587.3,255.6,15.6,16.6,94.2,14,16.1,87.2,3.3,7,32,148.7,84.4,0.4,0,0,0,0.1,30.2,0,0,0,0.3,0.3,70.6,0,0.1,0.7,0.7,0.4,0.3,0.3,0.3,0.7,0.4,0.3,1.1,1.5,5.6,0,39.4,1.4,1.2,0,0.1,0,0,0,100,0,49.3,7.7,28.1,20.6,0.8,0.5,49.3,CB,0
Sacha Boey,2020-2021,19,2 Teams,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.5,0,0,0,9.1,39.7,51.7,76.7,0.9,2.2,0.8,0.6,3.2,653.2,261.7,20.2,23,88,15,19.5,77.2,3.4,6.9,49,27.8,118.9,53.4,1.5,1,0.1,1.7,0.6,31.3,4.4,0.1,0,1.8,1.3,49,0,0,1.7,0.6,2.6,1.9,1.4,1.3,1.1,0.2,0.9,1.9,4.5,2.9,0,39.5,12.1,0,0.1,2.4,2.4,0.1,0.2,48.9,51.1,64.1,3.5,20.4,29.1,15,0.9,64.1,RB,1
Saidou Sow,2020-2021,18,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,50,43.5,53,82,0.2,1.7,0.1,0,2,845.9,328.5,14.5,15.5,93.6,23.6,26.3,89.7,5,9.1,34.1,143.9,69.6,0.2,0.2,0,0.5,0.3,38.2,0.1,0,0,0.4,0.4,52.2,0,0,0.6,0.5,2.1,1.1,1.2,0.5,1.1,0.7,0.4,1.3,3.3,3.5,0.1,51.5,1.3,1.1,0,0.5,0,0,0.3,75,25,63,5.6,34.9,27.2,1.1,0.4,63,CB,0
Saidou Sow,2021-2022,19,Saint-Étienne,0.2,0.1,0.3,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.2,0,0.09,0.3,0.67,1,0.2,66.7,43.3,52.1,83.1,0.4,3.5,0.1,0.1,4.3,840.9,309.9,15.7,17.4,90.1,21.6,23.9,90.1,5.2,8.8,33.4,146.4,81.4,1.2,0.5,0,0.7,0.3,38.8,0.3,0.1,0.1,0.4,0.4,46.7,0.2,0,0.8,0.4,2.5,1.5,1.5,0.5,1.4,0.5,0.9,2.1,4.6,3.1,0,50.4,1.6,1,0,0.9,0.3,0,0.1,62.5,37.5,64.6,5.6,30.6,31.9,2.5,0.6,64.6,CB,0
Saidy Janko,2017-2018,21,Saint-Étienne,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.3,0,0,0.1,40,39.4,51.5,76.6,0.3,3.4,0.7,0.4,3.9,584.1,194.7,24.3,27.5,88.5,12.5,16.8,74.7,1.8,4.2,29.9,212.5,133.4,3.7,2.7,0.2,1.2,1.3,34.4,5,0,0,1,0.8,48.5,0.3,0,1.5,0.8,2.7,1.9,0.9,0.6,1.3,0.1,1.3,0.9,3.6,3.2,0,39.1,12.3,0.6,0,0.1,3.6,0.1,0.1,71.1,28.9,62.5,3.2,16.5,28.4,18.6,0.5,62.5,RB,0
Senou Coulibaly,2019-2020,24,Dijon,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.12,0.7,0,,0,0,44.1,54.2,81.3,0.1,2.2,0.1,0,2.2,961.9,399.2,12,13.6,88.1,23.4,26.8,87.4,8.4,13.1,63.9,37,181.4,99.6,0.3,0.1,0,0.4,0.3,43.1,0.1,0,0,0.7,0.5,66.7,0,0,0.9,0.7,1.9,0.9,0.3,0.3,1.5,1.4,0.1,1.4,3.2,5.9,0.1,52.7,1.4,0,0.5,0.1,0.1,0,0.1,100,0,67.8,10.4,42.6,23.9,1.4,0.8,67.8,CB,0
Senou Coulibaly,2020-2021,25,Dijon,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0.17,0.2,0.4,0.67,0.1,60,37.9,47.7,79.5,0,1.7,0,0,2.2,783,323.3,10.9,12.2,89,21.7,24.7,87.9,5.1,9.4,54.7,32.6,168.4,96.3,0.4,0.3,0,0.4,0.4,36.3,0,0,0,0.2,0.2,50.6,0.3,0,0.8,0.7,1.5,1,0.6,0.6,0.8,0.6,0.3,1.4,2.9,4.1,0,46,1.5,0,0.5,0,0,0,0.2,70,30,57.1,7.3,35.1,21.5,0.8,0.3,57.1,CB,0
Sergi Palencia,2018-2019,22,Bordeaux,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.03,0.3,0,0,0,14.3,42.1,54.4,77.4,0.9,2.4,0.9,0.5,3.8,667.5,249.3,22.5,25.3,88.7,15.1,19.4,78,3.3,5.8,30.7,147.1,87.6,2.2,1.4,0.3,0.8,0.6,34.7,3.7,0.3,0.2,1.9,1.7,31.7,0.3,0,1.3,1.2,3.4,2.3,1.2,1.3,1,0.1,0.9,0.8,4.1,3.2,0,43.6,10.6,0.7,0.1,0.4,3.4,0,0.2,41.4,58.6,65.3,3.4,18.9,31.3,15.7,0.4,65.3,RB,0
Sikou Niakaté,2021-2022,22,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.5,0,0,0.1,25,24,30.8,77.9,0.3,0.5,0,0,1,441.6,181.6,9.1,10.8,84.8,12.1,14.2,85.6,2,4.1,23.7,105.1,38.3,0.4,1,0,0.3,0.5,20.6,0,0,0,0.8,0.5,68.8,0.3,0,1.4,0.7,1.1,1,0.5,1,0.7,0.4,0.3,3.7,4.8,4.6,0,30,0.8,0.8,0,0.1,0.1,0,0,66.7,33.3,43.4,5.9,26,17,1,0.5,43.4,CB,0
Sinaly Diomande,2020-2021,19,Lyon,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.08,1.3,0,0,0.2,18.8,50.7,58.7,86.3,0.3,2.8,0.2,0,3.3,909.7,369,19.2,21.1,91,25.8,29,89,4.1,6,69.3,41,196.4,111.2,0.6,0.6,0.2,0.2,0.2,46.5,0.7,0,0,0.6,0.6,76.6,0.2,0,1.3,1,0.8,0.6,0.4,0.7,1.5,1.2,0.3,2.6,3.4,4.2,0.1,56.7,2,0.1,0.2,0.2,0.2,0,0,75,25,69.9,7.3,33.3,33,4.1,1.5,69.9,CB,0
Sofiane Alakouch,2018-2019,20,Nîmes,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.04,0.6,0.08,0.33,0.1,23.1,39.5,52.1,75.9,1,2.4,0.7,0.2,3.8,555.2,249.2,24.8,27.9,88.8,11.3,14.9,75.7,1.8,5,36.2,28.8,150,93.9,2,1.7,0.3,1.5,0.8,33.5,3,0.2,0.2,2.7,1.8,40.9,0.2,0,1.4,1.5,3.8,2.1,1.7,1.3,0.7,0.2,0.5,2.2,6,2.7,0,39.8,12.1,0.1,0.1,1.9,1.9,0,0.2,61.8,38.2,65.6,2.6,18.5,30.1,17.4,0.8,65.6,RB,0
Sofiane Alakouch,2019-2020,21,Nîmes,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.1,0.6,0,0,0.3,44.4,41.7,51.3,81.2,0.7,3,0.8,0.5,5,666.4,269,22,24.2,91,16.7,19.6,85.2,2.6,5.1,50.6,29.2,160.2,95,2.1,1.4,0.5,1.4,0.5,31.4,2.5,0.1,0.1,2.1,1.5,38.5,0.2,0,0.9,1.7,2.9,1.7,1.6,1.5,0.8,0.1,0.7,1.5,4.4,2.5,0.2,38.6,12.6,0,0.3,1.9,1.9,0,0.1,51.5,48.5,63.3,2.5,18.3,30.4,15.6,1.1,63.3,RB,0
Sofiane Alakouch,2020-2021,22,Nîmes,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.3,0,,0,0,42.9,54.6,78.6,0.3,3.8,0.5,0.1,3.9,683.5,279.6,22.4,24.8,90.6,16.4,20.3,80.6,3.1,6.3,49.1,32.6,137.1,80.7,2.1,1.3,0.2,1.6,1,36.2,2.8,0.2,0.1,1.3,0.8,35,0.2,0,1.5,1.6,3.2,2,1.7,1,1,0.1,0.9,1.3,4.4,2.3,0,43,11.4,0,0.2,1.1,1.1,0,0.2,50,50,67.4,2.8,22.5,31.7,13.6,0.5,67.4,RB,0
Souleyman Doumbia,2020-2021,23,Angers,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.09,0.3,0,0,0.1,28.6,40.9,51.5,79.3,0.7,2.1,0.6,0.4,2.5,602.7,204.3,24.2,26.8,90.2,13.6,16.8,81.2,1.9,5.1,36.8,34,205.7,108.4,2.6,2.1,0.2,1.9,0.9,35.3,4.9,0.1,0.1,1.5,1.3,52.3,0.3,0,1.3,0.6,1.9,1.3,0.9,0.6,0.7,0.2,0.6,1.7,3.6,2,0,41.4,10.1,0,0.2,2.6,2.6,0,0,59.5,40.5,61.6,2.5,18.2,30.3,14.1,0.5,61.6,LB,0
Souleyman Doumbia,2021-2022,24,Angers,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.06,0.6,0,0,0.1,21.4,35.9,43.9,81.8,0.6,1.7,0.7,0.5,2.2,556,149.9,19,21,90.5,14.6,17,86,1.5,3.3,46.3,35.2,220,107.6,2.7,1.9,0.5,2.1,1,34.8,6,0,0,1.7,1.3,46.7,0.4,0,0.9,1,1.2,0.8,0.5,0.6,1,0.2,0.9,1.6,2.8,2.1,0,36.3,7.5,0,0.1,2.8,2.8,0,0.2,52.3,47.7,56.6,2.8,16.2,25.8,15.5,1.2,56.6,LB,0
Stanley N'Soki,2018-2019,19,Paris S-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,56.7,66.3,85.6,0.4,4.4,0.6,0,4.1,799,264.3,33.5,37.7,89,17.5,20.5,85.5,2.6,3.5,43.5,189.5,113,2.4,1.3,0,0.6,0.6,50.3,5.5,0.1,0.1,0.8,0.6,72.7,0.3,0,1.2,0.4,2.6,1.8,0.8,0.9,1.3,0.1,1.2,2.3,4.9,2.6,0.1,58.9,7,0.8,0,0.4,0.8,0,0.4,72.2,27.8,77.2,3.4,22.7,43.8,11.2,0.4,77.2,CB,0
Stanley N'Soki,2019-2020,20,Nice,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.09,0.3,0,0,0.1,25,66,73.4,90,0.5,4.9,0.3,0.1,7.7,1112.6,385.6,30.6,32.8,93.3,30.8,33.8,91.2,3.9,5.1,42.7,241.2,149,1.8,1.3,0.1,0.8,0.4,57.2,1.3,0.1,0.1,1.3,1,61.8,0.2,0,1.1,0.9,2.8,2.1,1.6,1.3,1,0.4,0.6,2.3,5.1,2.6,0,66.1,7.2,2.1,0,0.3,0.2,0,0.1,69.4,30.6,84.2,5.3,29.6,49.9,6.4,0.6,84.2,CB,1
Stanley N'Soki,2020-2021,21,Nice,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.5,0,,0,0,63.7,74.9,85.1,0.4,5.1,0.4,0.2,5.4,1100,412.4,26,29.1,89.3,31.7,35.9,88.3,4.7,7.2,51.4,232,135.4,1.1,0.3,0.1,0.9,0.4,59.2,1,0,0,0.7,0.7,75.7,0.3,0,0.8,0.4,2,1.4,0.9,0.7,1.2,0.3,0.9,1.9,3.8,2.7,0.1,71.4,3.3,1.4,0,0.3,0.7,0,0.1,71.4,28.6,84.1,5.6,34.7,45.7,4.3,1.2,84.1,CB,1
Steeve Yago,2017-2018,24,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,32.5,41.9,77.7,0.3,3.1,0.6,0.2,3.8,525.8,270.7,18.5,21.3,86.9,10.7,13.5,79.7,2.7,5.5,22.8,106,60.4,1.1,1.1,0.1,1,0.7,21.6,1.6,0,0,1.4,1,57.1,0.4,0,2.4,1.4,2.8,2.1,1.1,1,0.9,0.4,0.5,1.9,4.7,3.7,0.1,29.8,12,1.4,0.1,0.1,1,0,0.1,43.8,56.3,53.1,3.5,17.3,24.9,11.4,0.4,53.1,RB,0
Stefan Mitrović,2018-2019,28,Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0,0,0.1,21.4,37.4,41.4,90.4,0.1,0.8,0,0,1.5,747.5,249.9,11,12.2,90.7,21.2,22.3,94.9,4.6,6,29.1,156.9,94.7,0.2,0.1,0,0.1,0.1,31.5,0,0,0,0.4,0.3,59.8,0.2,0.1,0.5,0.3,0.7,0.5,0.4,0.4,1.2,0.9,0.3,1.4,2.1,4.3,0.1,40.5,0.9,0.8,0,0.3,0,0,0.1,100,0,49.9,6.4,28.9,20.5,0.7,0.6,49.9,CB,0
Steven Fortes,2020-2021,28,Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.3,0,0,0.1,20,51.1,58.8,86.9,0.1,2.9,0,0,4,1031.9,370.3,15.3,17.1,89.7,28.8,31.6,91.1,6.5,9.1,40.3,250.9,150.8,1.1,0.3,0,0.3,0.1,46.5,0,0,0,0.6,0.5,62.1,0.4,0.1,1.6,0.6,2.1,1.3,1,0.4,1.6,0.6,0.9,1.7,3.8,3.3,0,56.7,2.1,2,0,0.8,0.1,0,0,42.9,57.1,68.9,5.5,34.1,33,2.1,0.4,68.9,CB,0
Steven Moreira,2018-2019,23,Toulouse,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.07,0.7,0,0,0.1,14.3,32.7,43.1,76,0.4,2.2,0.5,0.3,3,501.5,186.5,19.1,21.7,88,11.3,14.7,76.6,2,4.3,25.1,141.2,69,2,1.3,0.2,1.8,1,26.9,4,0.1,0.1,1.1,0.7,26.3,0.2,0,1.4,0.5,2,0.8,1,0.7,1.5,0,1.5,1,3,2,0.1,31.7,11.1,0.4,0,0.4,1.8,0.2,0.3,45.5,54.5,55,2.4,14.9,25,15.3,1.6,55,RB,0
Steven Moreira,2019-2020,24,Toulouse,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.04,0.4,0,,0,0,36.2,47,77,1,2.4,0.8,0.3,3.6,595.5,286.3,18.9,21.4,88.2,13.5,16.2,83.2,3.2,6.7,30.5,176.7,106.7,2.1,2.1,0.1,1,0.7,29.9,2.8,0.2,0.1,1.9,1.4,36,0.2,0.1,1.8,0.6,2.4,1.6,1.2,0.8,1,0.2,0.8,1,3.4,1.9,0,38,9,0.5,0.1,0.1,2.1,0,0.1,68.8,31.3,56.2,3.7,18.7,24.1,14.1,0.5,56.2,RB,0
Stian Rode Gregersen,2021-2022,26,Bordeaux,0,0,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.2,0.3,0.17,1,0,16.7,35.6,42.1,84.5,0.1,1.7,0.2,0,2.4,629.4,238.4,15.2,16.7,90.9,16.9,18.9,89.1,2.7,4.9,30,145.1,85.1,0.9,0.7,0,0.4,0.3,32.5,0.3,0,0,0.4,0.3,50.7,0.3,0,1.2,1.1,1.8,1.2,0.8,0.7,1.2,0.7,0.5,1.8,3.5,4.7,0.1,41,1.1,0.6,0,0.3,0.3,0,0.1,71.4,28.6,53.4,7.6,31.1,19.9,2.8,0.6,53.4,CB,0
Sven Botman,2020-2021,20,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.4,0,0,0.1,31.3,61.2,70.9,86.3,0.1,4.5,0.1,0,5,1165.5,456,22.6,24.5,92,31.7,34.3,92.3,6,10.3,58.6,50.2,226.6,129.7,0.7,0.5,0,0.5,0.1,56.5,0.2,0.1,0.1,0.6,0.5,68.2,0.1,0,0.4,0.7,0.8,0.6,0.4,0.3,0.8,0.6,0.3,1.6,2.4,3.4,0.1,69.1,1.6,0.1,0.6,0,0,0,0.2,77.8,22.2,79,6.4,37.2,40.1,2,1,79,CB,1
Sven Botman,2021-2022,21,Lille,0.1,0,0.2,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.11,0.6,0.2,0.6,0.2,33.3,53.6,61,87.9,0.3,2.3,0.1,0,3.2,1040.8,404.9,19.5,21.2,91.9,26.5,28.6,92.7,6.8,9.5,71.4,42.6,205.1,108.8,0.5,0.2,0,0.4,0.1,48.5,0,0.1,0,0.7,0.6,67.1,0.2,0,0.6,0.5,1,0.4,0.5,0.2,1.3,0.8,0.4,1,2,4.6,0,58.6,2.3,0,0.9,0,0,0,0.2,100,0,70.5,8.7,36.1,33.3,1.6,0.9,70.5,CB,1
Théo Pellenard,2017-2018,23,Bordeaux,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.1,0,,0,0,40.9,55.5,73.7,0.8,2.8,0.9,0.4,4,640.3,288.2,22.4,25.2,88.8,13.5,18.2,74.3,3.4,8.1,33.9,184,107.1,1.6,1.9,0.1,1.2,1.1,35.7,3,0.3,0.2,1.5,1.2,48,0.3,0,1.6,0.3,2,1.3,0.6,1.1,0.9,0.4,0.6,2,4,2,0,45.9,9.3,0.8,0.1,0.3,3.3,0,0.3,73.7,26.3,64.2,2.5,18.2,33,13.6,0.4,64.2,CB,0
Thilo Kehrer,2018-2019,21,Paris S-G,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0.1,0.16,0.7,0.07,0.25,0.2,28.6,60.8,65.9,92.2,0.3,2.8,0.3,0.1,4.3,976.2,305.8,28.6,30.4,94.1,25.6,27.4,93.6,3.8,4.4,44.7,216,128.5,1.5,0.7,0.1,0.4,0.3,54.2,2.1,0.1,0.1,0.9,0.8,59.8,0.2,0,1.2,0.9,3,2,1.5,1.1,1.5,0.8,0.7,1.5,4.5,3.3,0,62.7,3.2,0.9,0.1,0.4,0.4,0,0,100,0,77.2,5.8,26.2,44.8,6.4,1,77.2,CB,1
Thilo Kehrer,2020-2021,23,Paris S-G,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.12,0.4,0,,0,0,64.7,70.3,92,0.2,2.2,0.3,0.1,3.2,993.5,371,32.7,34.4,95,27.9,29.6,94.4,2.2,3.1,48,207.5,100.2,0.5,0.7,0.1,0.4,0.2,55.5,1.2,0.1,0.1,0.7,0.5,61.2,0.2,0,1.4,0.5,1.7,1.4,0.6,0.9,0.9,0.2,0.7,0.8,2.6,2.1,0.1,66.9,3.5,0.9,0,0.1,0.6,0,0,60,40,77.4,5.5,27,44.4,6.4,0.7,77.4,CB,1
Thilo Kehrer,2021-2022,24,Paris S-G,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.11,0.5,0.22,0.5,0.2,44.4,67.9,71.9,94.5,0.1,3.6,0,0,4,1082.3,336.4,33.5,34.5,97.1,29.4,30.8,95.6,3.2,4,54.3,230.9,106.4,0.8,0.7,0.1,0.4,0.7,62.1,2.3,0.1,0.1,0.7,0.6,55.3,0,0,0.9,0.4,1.2,0.8,0.5,0.7,1.1,0.7,0.5,1.4,2.7,1.7,0,68.6,3.3,0.8,0,0.3,0.3,0,0,33.3,66.7,80.3,5.6,28.1,43.5,9,1.4,80.3,CB,1
Thomas Delaine,2019-2020,27,Metz,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.04,0.5,0,0,0.3,57.1,33.9,49.3,68.9,0.9,2.7,0.9,0.6,3.4,521.6,208.1,19.6,22.2,88.1,11.3,17.2,65.4,2.2,6.2,36,28.2,241.1,144.5,4.7,3.9,0.7,1.6,0.8,33.9,6.2,0,0,1.7,1.4,33.3,0.3,0,1.6,0.8,1.8,1.1,0.9,0.6,1.2,0.1,1.1,1.1,2.9,2,0,38.1,10.9,0,0.2,4.8,4.8,0,0.3,58.6,41.4,60.1,1.8,15.1,27.8,17.9,0.9,60.1,LB,0
Thomas Delaine,2020-2021,28,Metz,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.09,0.9,0.17,0.3,0.5,55.6,30.4,42,72.4,0.6,1.3,0.9,0.7,2.2,469.3,146.9,16.6,18.6,89.6,11.2,15.8,70.9,1.7,4.7,35.5,29.7,233.3,152.5,5,3.5,0.8,1.4,0.6,31.6,5.7,0.1,0.1,1.5,1.2,29.6,0.2,0,1.1,0.9,1.6,0.9,1,0.8,1.1,0.3,0.9,1.2,2.8,1.5,0.1,34.7,7.1,0,0.1,4.3,4.3,0,0.2,56.9,43.1,52.1,2.4,14.9,22.5,15.4,1.2,52.1,LB,0
Thomas Foket,2018-2019,23,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0,0,0,50,33.4,44.9,74.5,0.4,2.1,0.4,0.2,3.2,531.1,226.8,18.3,21.2,86.7,12.5,17,73.7,2,4.6,43.5,22.7,126.7,69.8,1.3,1,0.1,0.9,0.5,25.9,3.4,0,0,1.2,1.1,40.6,0.2,0,1.5,1.3,2.8,1.6,1.3,0.8,0.9,0.1,0.8,1.5,4.4,2.5,0,34.2,10.5,0,0.2,1.7,1.7,0,0.2,52.4,47.6,54.8,3,19.2,23.9,12.2,0.6,54.8,RB,0
